,logFC,logCPM,PValue,FDR
RNR2,10.66671816,15.1434173,1.08E-140,8.35E-138
TRNT,10.28730761,0.509512438,4.72E-42,1.78E-40
LOC105376364,9.696008595,-0.081706613,2.24E-39,7.82E-38
CDH8,9.209036734,-0.293710593,5.60E-39,1.92E-37
SNORD27,9.079620928,-0.706984574,3.58E-35,1.04E-33
MDGA2,9.045962541,-0.746247536,3.22E-35,9.34E-34
LOC105370777,8.997673349,0.135105216,3.16E-22,4.55E-21
ANO3,8.864310788,-0.92863935,1.14E-29,2.48E-28
SNX9-AS1,8.855885538,-0.934383086,8.12E-24,1.28E-22
TEX15,8.705627166,-1.088545194,6.17E-29,1.29E-27
OTOGL,8.673801412,-1.127809867,1.07E-27,2.10E-26
GABRB2,8.670580752,-1.128221682,2.99E-29,6.38E-28
LOC105379080,8.650752596,-0.442373247,7.41E-32,1.82E-30
LOC105375153,8.64142437,-1.166628102,8.79E-27,1.65E-25
FSIP2,8.636980523,0.273510296,1.42E-55,8.71E-54
LOC101929278,8.603752266,-1.196561389,8.48E-30,1.86E-28
PTPRQ,8.581704529,-1.214727172,8.44E-36,2.52E-34
PKHD1,8.543407998,-0.205668258,4.13E-42,1.56E-40
ADGRL3,8.530186767,-1.271969908,1.10E-31,2.69E-30
OR4K2,8.524633086,-1.272674014,2.06E-33,5.47E-32
KCNH5,8.521246998,-1.27981458,8.38E-30,1.84E-28
CSRNP3,8.517039339,-1.284344738,2.87E-31,6.84E-30
LOC105378798,8.514857154,-1.289050331,5.07E-28,1.01E-26
LOC107987107,8.439574524,-1.087218122,2.11E-34,5.92E-33
ASB15,8.373040655,-1.153150798,7.93E-30,1.74E-28
LOC105370236,8.360513558,-1.447109186,3.59E-26,6.55E-25
FGF12,8.333702054,-1.193873083,3.58E-31,8.47E-30
LINC02600,8.324388311,-1.481546607,5.84E-28,1.16E-26
LOC105377567,8.315106422,-1.492306669,7.31E-28,1.44E-26
DLG2-AS2,8.310067871,-1.51025126,4.84E-24,7.77E-23
RNR1,8.295998316,10.43655118,2.07E-109,6.75E-107
ST7-OT4,8.295108367,-1.502262433,3.25E-29,6.92E-28
SI,8.276818023,-1.530069158,1.29E-28,2.65E-27
LOC112268150,8.273970387,-1.526921227,1.74E-32,4.42E-31
OR56A1,8.263693743,-1.538316809,2.27E-30,5.15E-29
LOC105375149,8.245539872,-1.565845935,1.20E-22,1.77E-21
LOC105374235,8.242427716,-1.565776568,1.82E-23,2.80E-22
HMCN2,8.228278314,-1.570604948,1.53E-35,4.52E-34
LOC105373703,8.173746494,-1.630927326,1.37E-28,2.82E-27
LOC105375097,8.16220196,-1.649212549,1.43E-23,2.23E-22
SYT14,8.153292957,-1.656301682,4.79E-25,8.26E-24
CNTN6,8.145665135,-1.661687745,2.21E-28,4.48E-27
LOC112268125,8.130421974,-1.679584415,2.59E-22,3.75E-21
LOC105373648,8.119596841,-1.700847303,1.02E-23,1.61E-22
GABRA2,8.076193583,-1.733865365,4.40E-22,6.27E-21
PPP1R2C,8.067333319,-1.735888581,1.90E-08,8.35E-08
LOC105378747,8.056993466,-1.747657842,6.63E-25,1.13E-23
LINC02822,8.056396974,-1.762068159,2.29E-23,3.53E-22
LOC105376960,8.04918199,-1.75727178,3.27E-26,6.00E-25
LOC105373776,8.046586143,-1.759684037,4.76E-26,8.65E-25
GLI2,8.010556615,-1.798636476,1.48E-24,2.46E-23
LOC105377445,8.007205816,-1.80390021,2.60E-25,4.54E-24
LOC105378340,8.004617383,-1.318960867,7.78E-33,2.01E-31
LOC105370781,7.991323399,0.218141502,1.58E-28,3.24E-27
LOC105374473,7.981920574,-1.828388546,2.42E-19,2.91E-18
LOC105375997,7.970329891,-1.835238959,1.04E-27,2.03E-26
LOC105377992,7.968719269,-1.847333828,8.43E-22,1.18E-20
MAPK4,7.963781072,-1.84660236,1.26E-23,1.96E-22
MROH9,7.955131728,-1.864128471,9.37E-19,1.08E-17
CNTN5,7.947961482,-0.658515904,6.27E-33,1.63E-31
TSG1,7.944530937,-1.880494472,1.64E-19,2.00E-18
MIR4485,7.913689491,0.838659668,6.47E-35,1.85E-33
KCNMB2-AS1,7.912728785,-1.652565434,1.79E-21,2.45E-20
LOC105372031,7.902940633,-1.921089241,4.47E-19,5.28E-18
CNTN3,7.898876531,-1.910820463,7.08E-27,1.34E-25
PKIA-AS1,7.883364434,-1.639606414,1.65E-20,2.15E-19
GABRG1,7.880070713,-1.930280624,1.59E-23,2.47E-22
CLVS2,7.879771716,-0.865037961,4.89E-29,1.03E-27
LRRIQ1,7.866754779,-1.973860807,3.02E-17,3.10E-16
LOC107986020,7.863208207,-1.973689722,5.15E-19,6.05E-18
LOC101928849,7.862810453,-1.966249632,5.13E-16,4.76E-15
STXBP5L,7.859728936,-1.062528302,2.45E-31,5.86E-30
MPPED2-AS1,7.828343836,-1.713119891,2.66E-23,4.07E-22
LRRC3B-AS1,7.812862207,-2.001485844,2.61E-21,3.56E-20
MIR181A1HG,7.804505475,-1.999839024,3.46E-22,4.97E-21
LOC102724146,7.798855014,-0.598813723,3.86E-39,1.33E-37
MIR623,7.77814394,-2.029496343,2.62E-29,5.62E-28
TENT5C-DT,7.774923329,-2.019806205,1.23E-16,1.20E-15
LINC02265,7.770099782,-1.147471406,4.48E-33,1.17E-31
CACNA2D1-AS1,7.74063796,-1.797500046,3.75E-25,6.51E-24
RGS1,7.732633855,5.102561872,2.11E-31,5.04E-30
LOC105377280,7.732395954,-2.093523848,4.05E-21,5.47E-20
OR2M3,7.726574862,-1.57656958,3.60E-24,5.83E-23
LOC105376228,7.723803128,-2.081340817,6.99E-21,9.32E-20
OR5AS1,7.689916279,-2.147898921,2.25E-17,2.34E-16
C8orf34,7.669525936,-2.141780632,2.34E-22,3.40E-21
MICOS10-DT,7.660307454,-2.140389659,8.65E-18,9.28E-17
IGFBP-AS1,7.659000339,-2.165202618,1.71E-19,2.08E-18
LOC105377017,7.656777908,-2.158067763,4.50E-16,4.20E-15
TRDN,7.650456342,-2.182990363,1.33E-15,1.19E-14
LOC112267875,7.635950064,-2.180507717,2.37E-17,2.46E-16
LOC107984894,7.617985412,-2.212888303,4.86E-17,4.91E-16
SYNJ2-IT1,7.617966242,-2.184660311,1.46E-19,1.79E-18
LINC01794,7.601847251,-2.223543682,7.43E-19,8.63E-18
LOC107984142,7.59466528,-1.887787415,5.28E-08,2.19E-07
SH3GL2,7.586985339,-2.230554937,4.39E-20,5.55E-19
LOC105369456,7.567319373,-2.266094678,1.87E-17,1.95E-16
CFAP69,7.552295499,-2.270793189,9.09E-18,9.74E-17
LOC105377977,7.543224465,-2.279985455,9.69E-17,9.54E-16
LOC112268015,7.54122286,-2.271654434,1.25E-19,1.53E-18
LIPJ,7.530012999,-2.301609545,1.44E-17,1.52E-16
ZNF804B,7.517583163,-2.310215238,3.96E-16,3.71E-15
FUT9,7.515861341,-0.855892357,4.10E-35,1.18E-33
LINC02277,7.504020701,-2.305894323,1.96E-22,2.87E-21
TRDN-AS1,7.484690182,-2.331649553,7.12E-18,7.68E-17
LOC101928819,7.477856151,-2.338776982,3.93E-17,4.00E-16
LHCGR,7.476052947,-2.339191968,1.32E-16,1.28E-15
LINC00276,7.467448256,-1.240171458,2.57E-23,3.93E-22
LOC112268008,7.467368098,-1.053919333,3.67E-35,1.06E-33
TUSC7,7.457125776,-2.350488032,5.17E-20,6.51E-19
GPRC6A,7.45291131,-2.376478272,4.37E-18,4.77E-17
CNTNAP4,7.44782292,-2.366780956,1.79E-18,2.02E-17
LOC102723752,7.446239449,1.98613475,1.17E-64,9.59E-63
FREM2,7.445553808,-2.370104214,1.42E-17,1.50E-16
LOC105369898,7.444854288,-2.374368733,1.70E-16,1.64E-15
TMEM26,7.443012821,-2.396340856,4.57E-15,3.91E-14
OR5H1,7.430654308,-2.391857961,6.04E-19,7.06E-18
LOC107986010,7.429984825,-2.380895884,1.26E-18,1.44E-17
DACH2,7.421368517,-2.398574408,3.12E-15,2.71E-14
FOXP2,7.414465466,-1.876825218,3.88E-25,6.72E-24
LOC105374506,7.414400151,-2.403636856,2.29E-16,2.20E-15
LOC105376598,7.410299398,-2.410563944,1.24E-17,1.31E-16
FAXC,7.408510219,-2.139047985,5.36E-20,6.74E-19
FREM3,7.405096884,-2.39760621,2.15E-18,2.41E-17
ERBB4,7.40493829,-1.660764272,8.65E-25,1.46E-23
LOC107986187,7.404527567,-1.706629115,5.71E-32,1.41E-30
OR5H14,7.402926304,-2.435915142,3.43E-13,2.50E-12
SLC13A1,7.401210872,-2.144200644,1.54E-22,2.27E-21
GRIA4,7.391364986,-2.436826007,9.94E-18,1.06E-16
LRFN5-DT,7.390537678,-1.16143572,1.07E-30,2.47E-29
CFAP299,7.390085415,-2.421300798,2.32E-19,2.79E-18
LOC105374528,7.388324193,-2.452534232,7.59E-15,6.39E-14
LOC107984234,7.387840735,-2.423544524,4.93E-19,5.80E-18
LOC102724253,7.387248213,-1.068755498,4.37E-17,4.43E-16
DYNLL2-DT,7.386877314,-2.431245611,4.95E-18,5.40E-17
LOC107984535,7.372630002,-2.435702262,5.03E-18,5.48E-17
OTOG,7.366819288,-2.443434552,1.07E-20,1.41E-19
CNTNAP5,7.36059354,-2.458522401,2.33E-19,2.80E-18
LOC105369863,7.358868435,-2.468408656,8.25E-17,8.18E-16
LINC01813,7.340418932,-2.493469296,8.47E-14,6.53E-13
UGT2A1,7.337874962,-2.46744599,8.67E-13,6.06E-12
LINC01673,7.330911572,-2.519201632,2.20E-14,1.79E-13
SNORA63B,7.321231247,-2.485582733,5.69E-17,5.71E-16
LOC105374495,7.31161373,-2.490048216,1.76E-18,1.99E-17
LOC107986285,7.301694398,-2.515836053,5.00E-17,5.05E-16
CACNA1B,7.299728058,-2.249178022,8.26E-25,1.40E-23
LOC102723406,7.29381614,-1.814745258,1.62E-23,2.51E-22
AMER3,7.292632921,-2.512766413,1.91E-18,2.15E-17
LOC107984361,7.284554291,-2.524907475,2.57E-18,2.86E-17
PLD5,7.280666273,-2.545566205,2.29E-17,2.38E-16
LOC105372826,7.279365306,-2.525795488,2.74E-15,2.39E-14
ADAMTS20,7.274799392,-2.540647943,3.80E-17,3.87E-16
STK32A-AS1,7.272502275,-2.551844104,2.27E-16,2.17E-15
HMGCLL1,7.271800502,-2.554309474,2.78E-17,2.86E-16
GPR12,7.269812599,-2.533018906,9.64E-17,9.49E-16
PRKAA2,7.269473787,-2.278003443,2.78E-16,2.64E-15
KCTD16,7.26804058,-0.304527417,2.61E-35,7.57E-34
LMNTD1,7.261786582,-2.559982684,2.52E-18,2.81E-17
LOC107986935,7.258357068,-1.637841647,1.62E-20,2.11E-19
LOC105371366,7.254724128,-2.566196134,8.98E-16,8.15E-15
MUC17,7.250561077,-2.563342836,3.00E-12,2.00E-11
H3C1,7.238426305,1.284801127,1.37E-44,5.70E-43
LOC105376011,7.232792478,-2.587404843,2.21E-17,2.30E-16
LOC107986022,7.224650659,-2.600908549,1.28E-15,1.15E-14
LINC00971,7.222338631,-2.585998341,4.37E-16,4.08E-15
SLCO1C1,7.218993144,-1.333392662,5.78E-29,1.21E-27
LOC105377844,7.218831059,-2.607662669,1.80E-13,1.34E-12
LOC101927557,7.217257131,-2.589584517,2.78E-17,2.87E-16
SCN1A,7.209345775,-1.059263342,6.80E-35,1.94E-33
SCTR,7.204632531,-2.620066605,9.82E-15,8.19E-14
GRM7,7.203529201,-1.325116394,7.95E-24,1.26E-22
PER3P1,7.189953552,-2.634023264,3.04E-15,2.64E-14
HAPLN1,7.188984885,-2.632501794,4.08E-15,3.50E-14
LINC01790,7.185858172,-2.632737132,2.23E-16,2.14E-15
LOC105375463,7.184824988,-2.651174023,1.47E-13,1.11E-12
CFAP47,7.183485826,-2.641081364,2.45E-15,2.15E-14
LOC105375932,7.182187424,-2.629415678,2.83E-18,3.14E-17
KLHL1,7.181887534,-2.636515293,6.37E-17,6.37E-16
LOC105375710,7.1731356,-2.633000754,4.77E-14,3.75E-13
SPATA31C2,7.173055194,-2.594365182,3.41E-11,2.04E-10
SPINK5,7.152362582,-2.667618539,3.62E-16,3.40E-15
ROBO2,7.150266785,-2.664468127,3.50E-17,3.58E-16
LOC107983981,7.144859996,-2.670319726,2.87E-13,2.10E-12
LOC105375087,7.143274101,-2.709048857,1.66E-12,1.13E-11
MEG8,7.141091688,-2.679470556,2.70E-17,2.79E-16
ADAMTS19,7.138656222,-2.425769041,3.19E-17,3.27E-16
LOC105376923,7.135156226,-2.670261939,4.56E-18,4.98E-17
LOC107986138,7.134075309,-2.682197724,3.53E-17,3.60E-16
SNORD12C,7.134038606,-0.156023806,1.37E-47,6.33E-46
LOC112268071,7.130252142,-2.677388189,2.93E-15,2.55E-14
TMPRSS11A,7.116704947,-2.690597241,8.25E-18,8.88E-17
LOC105376010,7.116263501,-2.709262255,1.87E-13,1.39E-12
PRND,7.113494576,-2.698352508,1.15E-16,1.13E-15
LOC107984363,7.109456897,-2.70905346,4.68E-14,3.69E-13
LINC01787,7.106928914,-2.734129359,1.01E-11,6.39E-11
LOC102724858,7.106445405,-2.721872368,1.92E-15,1.70E-14
GPC6,7.105878178,-2.716606731,1.39E-14,1.15E-13
LINC02232,7.105863761,-2.70874449,1.05E-14,8.70E-14
LINC00560,7.105274424,-2.706099439,2.84E-16,2.70E-15
LOC112268165,7.100939854,-1.528827453,9.25E-28,1.81E-26
LOC102724288,7.100710132,-2.679574655,1.35E-11,8.44E-11
SORCS1,7.099166849,-2.706784803,4.75E-19,5.60E-18
INSYN1,7.09671134,-2.706829985,8.84E-16,8.03E-15
LOC105369331,7.094439493,-2.7174406,1.31E-16,1.28E-15
LOC105369165,7.091702436,-2.728627321,6.19E-16,5.70E-15
LIPG,7.089740196,-2.728443336,1.06E-15,9.53E-15
LOC105375689,7.086800041,-2.734319288,1.04E-14,8.62E-14
LOC105377714,7.086477489,-2.731587685,1.14E-15,1.03E-14
LOC105374056,7.081327378,-2.724218064,1.12E-16,1.09E-15
LOC107984740,7.081264369,-1.542406381,3.72E-21,5.03E-20
LOC107986108,7.079568318,-1.770940258,7.14E-22,1.00E-20
LOC105374200,7.075551285,-1.764707464,8.27E-24,1.31E-22
LOC105377917,7.075362975,-2.756814465,1.03E-14,8.59E-14
DSG4,7.074978698,-2.735091779,1.03E-14,8.54E-14
LOC105377694,7.073553241,-2.757292219,3.00E-13,2.20E-12
SPAM1,7.072913946,-2.737609415,5.88E-17,5.89E-16
LOC107985708,7.068232842,-2.75902557,7.62E-13,5.35E-12
LOC105373636,7.066092369,-2.771709947,9.45E-13,6.58E-12
LOC105376218,7.062069324,-2.761950825,4.22E-14,3.34E-13
PTPRZ1,7.054282482,-2.755272448,1.35E-14,1.12E-13
SNORD170,7.05362492,-2.758613224,2.55E-13,1.88E-12
LOC107984245,7.048697972,-2.769989269,6.56E-12,4.21E-11
LOC102723910,7.047679715,-2.774164845,3.98E-16,3.73E-15
KCNH7-AS1,7.04622525,-2.788229808,3.77E-12,2.48E-11
FRMPD1,7.040494648,-2.798345027,8.13E-14,6.28E-13
GRIN2B,7.038738057,-1.03878148,1.29E-36,3.99E-35
NUBPL-DT,7.031323756,-2.771979995,1.80E-14,1.47E-13
LOC105377382,7.03015247,-2.777815462,1.64E-17,1.72E-16
LOC105375913,7.025766979,-2.810584431,7.71E-12,4.93E-11
LOC105377254,7.024720939,-2.783800181,7.84E-14,6.07E-13
IZUMO3,7.020390679,-2.79173537,6.47E-16,5.94E-15
BMP5,7.019446673,-1.482184134,6.68E-25,1.14E-23
CATSPERD,7.015634155,-2.786859679,1.65E-18,1.86E-17
LUZP2,7.014154912,-1.614430395,1.54E-20,2.02E-19
LOC105374973,7.011170598,-2.835538557,1.85E-12,1.25E-11
LINC02694,7.006650555,0.768568594,2.60E-14,2.10E-13
LOC105377959,7.003801736,-2.806072568,2.40E-15,2.11E-14
ABCC8,7.002352771,-2.79902691,4.29E-18,4.69E-17
LOC105377514,7.001797104,-2.843479819,1.20E-11,7.54E-11
LOC105379003,6.994477952,-2.823408901,9.13E-11,5.21E-10
LOC107986148,6.991927444,-1.484100459,5.20E-25,8.95E-24
LOC105375124,6.990732498,-2.821409964,5.14E-15,4.38E-14
LOC107984581,6.988588862,-1.538496397,1.33E-21,1.84E-20
FAM133A,6.987947818,-2.847850298,6.36E-12,4.09E-11
B4GALNT2,6.987261875,-2.558900499,1.42E-17,1.50E-16
LOC107984294,6.985884885,-2.298449414,1.35E-20,1.77E-19
LOC105370481,6.985514365,-2.558481136,1.28E-16,1.24E-15
LOC107984624,6.984642035,-2.835406444,2.08E-12,1.41E-11
LOC105374558,6.981725372,-2.817580315,7.66E-14,5.94E-13
CEACAM20,6.974939796,-2.838992023,1.48E-15,1.32E-14
MGAT4C,6.974775703,-0.553483144,8.92E-39,3.04E-37
IRX2,6.970164263,-2.34178993,1.66E-22,2.44E-21
LOC100128317,6.968054772,-2.838340648,2.28E-14,1.85E-13
EGFR,6.964446291,-2.85448144,1.11E-15,1.00E-14
ADAMTS9,6.963831092,-2.867632807,1.67E-13,1.25E-12
LOC105372759,6.956087841,-2.836065506,8.91E-14,6.85E-13
SSUH2,6.952047753,-2.359603102,2.85E-17,2.94E-16
MROH2A,6.952006082,-2.849883451,8.60E-18,9.24E-17
LOC105375045,6.951922848,-2.580069607,5.41E-14,4.24E-13
EGOT,6.948113368,-1.445828868,5.86E-33,1.52E-31
TRAJ21,6.948032033,-2.360157169,1.62E-17,1.70E-16
TSPAN19,6.941611755,-2.873048244,1.46E-13,1.10E-12
LINC02165,6.935742782,-2.591449187,1.27E-14,1.05E-13
LOC105369292,6.934244058,-2.882496445,9.83E-13,6.84E-12
LOC105375639,6.932202694,-2.868948059,7.09E-18,7.66E-17
ELAVL2,6.93166268,-2.873820832,4.94E-16,4.59E-15
LOC105370804,6.93082845,-2.872975015,3.31E-15,2.86E-14
LOC102723914,6.927608165,-2.897134408,1.21E-11,7.62E-11
LOC105377352,6.925337753,-2.881433548,4.24E-14,3.36E-13
SLCO1A2,6.924593905,-1.758282494,3.54E-22,5.08E-21
KERA,6.924116377,-2.882387856,4.79E-14,3.77E-13
CRISP1,6.922515137,-2.886984278,3.18E-15,2.76E-14
CNTN1,6.920194611,-2.410839743,7.13E-19,8.29E-18
ROS1,6.918602219,-2.146249002,5.63E-19,6.60E-18
CDH19,6.915944275,-2.879400634,4.67E-12,3.04E-11
LOC107987054,6.914493795,-2.902842488,1.31E-13,9.91E-13
LRAT,6.91214868,-2.894971794,2.69E-14,2.17E-13
TINAG-AS1,6.911996599,-2.900120842,2.75E-14,2.21E-13
LOC105378796,6.911638263,-2.636140313,1.49E-19,1.82E-18
LOC105378558,6.906743053,-2.634770333,2.98E-16,2.82E-15
CH25H,6.906043163,-1.063014711,5.52E-11,3.23E-10
LOC105378311,6.905980326,-2.895995375,1.24E-14,1.03E-13
TPH2,6.902333416,-2.895652238,4.75E-18,5.18E-17
LOC105372130,6.900533735,-2.909110684,1.07E-12,7.40E-12
NR4A2,6.899989982,4.371004786,5.75E-30,1.27E-28
FMR1-AS1,6.899877646,-2.907721587,2.29E-13,1.69E-12
ZBBX,6.899310563,-2.912032236,3.53E-14,2.81E-13
HOXD13,6.893971534,-2.902938887,2.09E-18,2.34E-17
PCLO,6.891162043,-2.035897925,3.24E-22,4.67E-21
LOC105377509,6.889669348,-2.916873982,1.66E-14,1.36E-13
LOC105376236,6.889075021,-2.925476403,1.49E-14,1.23E-13
LINC00558,6.889019572,-2.935960208,6.48E-14,5.04E-13
LOC100128885,6.885629311,-2.918202212,2.82E-08,1.21E-07
DNAJA1P5,6.883444821,-2.947479244,8.50E-12,5.41E-11
LOC112268276,6.881909794,-2.901742017,6.27E-13,4.45E-12
LOC105370993,6.87840929,-2.963943819,7.17E-12,4.59E-11
VTRNA1-3,6.87778211,-1.905976929,3.65E-31,8.64E-30
AGBL1,6.876164625,-2.045471813,5.57E-22,7.90E-21
LOC105377286,6.874565964,-2.177481669,2.47E-11,1.50E-10
OR1D2,6.872205278,-2.937270348,1.05E-13,8.00E-13
OR10J1,6.871176138,-2.944984009,2.58E-12,1.73E-11
DUOX2,6.870672521,-2.930997242,1.39E-14,1.15E-13
LOC107986365,6.866451646,-2.945292836,7.94E-10,4.09E-09
NXPE4,6.861390462,-2.940127302,1.49E-11,9.28E-11
OR8D1,6.855661842,-2.956569172,1.27E-12,8.74E-12
LINC02823,6.854784095,-2.947165893,4.20E-12,2.75E-11
LOC107985854,6.853067395,-2.961570242,3.32E-13,2.42E-12
LRP1B,6.852402661,-0.166766881,8.02E-43,3.14E-41
LOC107986015,6.850676808,-2.945254542,3.94E-14,3.12E-13
CFTR,6.848718707,-2.951307199,2.84E-14,2.28E-13
LOC102723490,6.848021025,-2.983833239,1.03E-12,7.13E-12
PLCZ1,6.846794749,-2.962419397,6.98E-12,4.47E-11
NPY1R,6.846509804,-2.951983917,1.02E-14,8.47E-14
FGF7,6.838511512,-2.532323877,6.29E-16,5.78E-15
ASTN2-AS1,6.833850244,-2.69325399,1.76E-15,1.56E-14
ANKRD30A,6.829724392,-1.538485983,1.80E-27,3.50E-26
LOC105374005,6.827924285,-2.972468474,1.61E-12,1.10E-11
OR10H5,6.827404183,-2.994326797,1.68E-13,1.26E-12
LOC105379028,6.826599202,-2.975963438,3.21E-11,1.93E-10
LOC102724120,6.826057452,-2.963257785,4.12E-12,2.70E-11
LOC101927995,6.820309894,-2.25026032,1.33E-19,1.63E-18
MIR5692C2,6.82016472,-2.975452041,3.91E-16,3.67E-15
LOC105374815,6.818640831,-3.001669203,6.58E-12,4.22E-11
TMEM215,6.817941906,-2.967633615,3.18E-14,2.54E-13
LOC105373693,6.814710083,-2.998919494,3.71E-11,2.21E-10
PCDH15,6.81392142,-1.307717495,5.08E-25,8.76E-24
LOC105369406,6.813621131,-2.997870236,3.33E-12,2.21E-11
LINC00559,6.813340649,-3.01250713,3.25E-12,2.15E-11
TMEM74,6.813167716,-3.025036188,8.73E-11,4.99E-10
LOC105375971,6.811280193,-2.981556403,2.21E-17,2.30E-16
LOC112268471,6.810418437,-3.008954264,2.45E-12,1.65E-11
ZNF536,6.804441275,-2.264024219,4.91E-20,6.19E-19
NKAIN3,6.80400532,-0.539970489,3.53E-37,1.12E-35
ESRRG,6.797749904,-2.268252944,6.65E-19,7.76E-18
UBE2E3-DT,6.796828781,-3.002844389,5.56E-15,4.71E-14
TTLL8,6.796183023,-2.729671815,5.44E-17,5.47E-16
LOC105375148,6.794423156,-2.514416537,2.06E-20,2.67E-19
HES2,6.793132961,-3.034583939,2.20E-12,1.48E-11
LOC105369764,6.792434715,-2.997642796,2.75E-14,2.21E-13
LOC101927414,6.790125336,-3.006978833,4.02E-16,3.76E-15
LRRC15,6.790057948,-3.017638091,2.57E-12,1.72E-11
SNORD100,6.784631383,-2.325804794,3.70E-24,5.98E-23
LINC00491,6.782899782,-3.039561367,8.61E-11,4.93E-10
SNORD53B,6.781352082,-3.007980782,2.02E-14,1.64E-13
PLCXD3,6.780444991,-3.040723418,6.52E-11,3.77E-10
LOC105375716,6.780362169,-2.585755517,3.60E-15,3.11E-14
PCCA-AS1,6.774185317,-2.334854621,2.97E-22,4.29E-21
LOC107986620,6.773743278,-3.024195474,1.44E-14,1.18E-13
LOC105374754,6.770759234,-3.028128006,8.51E-14,6.56E-13
LOC105378773,6.770267807,-3.059407584,3.71E-10,1.99E-09
SLCO1B1,6.769457034,-3.0158247,2.90E-12,1.93E-11
OR4F15,6.764970866,-3.044883996,3.82E-11,2.27E-10
LOC105377178,6.763656488,-3.038864843,3.95E-11,2.34E-10
LOC101927365,6.762019103,-2.548615672,7.85E-17,7.79E-16
MTTP,6.760854142,-3.03830336,1.72E-13,1.29E-12
LOC105374003,6.759264168,-3.022847708,2.54E-11,1.54E-10
POTEF,6.757171699,-3.031517893,2.36E-16,2.26E-15
AKR1C6P,6.755382467,-3.015951431,5.70E-10,2.99E-09
LOC105374510,6.755323615,-3.061152186,6.82E-11,3.94E-10
LOC105378390,6.754879504,-3.050608339,1.53E-13,1.16E-12
NPAS3,6.753905698,-2.024346999,6.76E-26,1.22E-24
LOC107984113,6.753795273,-3.0399813,1.93E-12,1.31E-11
GPR26,6.752563426,-3.040165732,6.63E-13,4.69E-12
SYT12,6.750996871,-3.043781553,1.39E-14,1.15E-13
NLGN1,6.750507264,-0.174991855,1.24E-43,4.96E-42
LOC105372945,6.749810782,1.456064159,3.17E-28,6.38E-27
SLITRK6,6.745793136,-3.050684594,8.75E-12,5.56E-11
LRP2,6.74410092,-1.874884571,8.69E-29,1.81E-27
NHLH2,6.736679573,-3.063800089,2.46E-14,1.99E-13
IGFN1,6.735665904,-3.062638435,1.22E-13,9.27E-13
TRABD2B,6.73243391,-3.057941377,7.02E-16,6.42E-15
LRRC53,6.732125484,-3.092870156,9.87E-11,5.61E-10
LOC107984800,6.730019979,-3.068088467,3.42E-11,2.05E-10
ALDH1L1,6.729200461,-3.069112573,1.70E-14,1.39E-13
PHYHIPL,6.728951666,-3.09629306,1.02E-10,5.79E-10
TRPC4,6.727094161,-3.096154145,3.35E-12,2.22E-11
LOC105377989,6.726608142,-3.081281778,7.83E-12,4.99E-11
ALLC,6.721350673,-3.088155219,7.71E-13,5.42E-12
LOC105377862,6.718336451,-1.220619855,4.61E-31,1.08E-29
DCLK1,6.717040384,-2.615908579,2.68E-18,2.97E-17
LOC105374010,6.716427013,0.303042358,4.23E-68,3.87E-66
LOC105378404,6.715576836,-2.210587739,3.80E-19,4.52E-18
LOC105370248,6.715236006,-3.082377504,2.58E-12,1.73E-11
FLG-AS1,6.705932883,-3.116966672,6.22E-11,3.61E-10
DKFZP434A062,6.70552228,-3.07903916,1.23E-12,8.46E-12
ADAMTS12,6.704752593,-3.104555148,1.75E-13,1.31E-12
NRAP,6.701365551,-3.097683442,9.77E-14,7.49E-13
LOC105370956,6.697636831,-3.118372024,8.80E-12,5.59E-11
LOC105370764,6.697044725,-3.093130845,5.91E-13,4.21E-12
SNORA70G,6.696911102,1.237518099,4.49E-92,8.25E-90
ITIH5,6.69679194,-3.121138803,2.78E-12,1.86E-11
LOC107986454,6.696713192,-3.101639822,1.21E-13,9.18E-13
OR5AK4P,6.690426555,-3.113706525,1.39E-11,8.64E-11
SLC24A2,6.69034537,-2.864895286,7.56E-13,5.32E-12
ID4,6.689503599,-3.097498725,6.19E-10,3.23E-09
LOC105374639,6.687823998,-3.107316631,2.73E-13,2.01E-12
LOC105370455,6.687734835,-3.11055318,3.67E-12,2.42E-11
APOB,6.687075824,-3.110025697,2.67E-14,2.15E-13
LOC105369507,6.686335657,-3.096592018,2.40E-13,1.77E-12
ADGRG4,6.683685806,-2.854829909,1.14E-15,1.02E-14
LOC105377166,6.682751099,-3.145123161,3.31E-11,1.98E-10
LOC107984629,6.68156298,-3.116681627,1.59E-13,1.19E-12
LOC105375886,6.677321056,-3.122785073,2.80E-13,2.06E-12
LOC105379082,6.674391888,-2.090342259,7.68E-19,8.90E-18
TPTE,6.674023374,-3.118073634,9.77E-15,8.14E-14
PLA2G4F,6.673878691,-3.10547518,2.81E-12,1.88E-11
EPHA8,6.67260434,-3.115776695,1.00E-14,8.33E-14
LOC105370290,6.669656676,-3.113045553,7.33E-11,4.22E-10
GABRA4,6.668333412,-3.126461498,2.73E-13,2.01E-12
LOC105371608,6.668151919,-0.24986052,7.72E-36,2.31E-34
ENOX1,6.666503587,-1.998031922,1.43E-25,2.54E-24
LOC107984425,6.664140466,-3.152047971,7.73E-10,3.98E-09
LOC107986306,6.662107773,-3.148621169,1.06E-11,6.69E-11
MYOCD,6.659425542,-2.446320394,1.66E-14,1.36E-13
LINC00368,6.657910868,-2.646963034,4.78E-14,3.76E-13
