,logFC,logCPM,PValue,FDR
KLHL31,4.993711,-2.410348,2.59E-12,1.74E-11
LOC105376535,4.993274,-3.788007,4.58E-08,1.92E-07
CAGE1,4.993058,-3.129952,2.63E-12,1.76E-11
LOC105378723,4.993024,-0.4497587,5.15E-21,6.91E-20
LOC105374096,4.992898,-4.385382,4.78E-05,0.000128143
OR4D6,4.991956,-4.400787,0.000104209,0.000263505
ASB4,4.991551,-3.352606,6.22E-10,3.24E-09
LINC02572,4.991494,-4.386562,1.27E-05,3.73E-05
LOC105377370,4.991301,-4.386648,2.94E-05,8.18E-05
LOC107987056,4.991153,-4.386328,4.23E-05,0.000114633
FOXG1-AS1,4.990894,-4.39798,2.59E-05,7.26E-05
LOC101927019,4.990681,-4.386453,5.44E-05,0.000144447
PIRT,4.989388,-4.387138,8.49E-05,0.000218206
LOC107986764,4.987661,-4.403121,8.88E-05,0.000227172
ADGB,4.987317,-2.91596,3.49E-16,3.29E-15
LOC105372108,4.986361,-4.402879,4.95E-05,0.000132373
MYO3B-AS1,4.985994,-4.388309,3.80E-05,0.00010373
OR9K2,4.985944,-4.400841,3.85E-05,0.000104977
EPHA7,4.985852,-1.828195,2.26E-18,2.52E-17
GOLGA6FP,4.985812,-4.396621,1.33E-05,3.92E-05
LOC105374034,4.985698,-4.401165,4.20E-05,0.000113875
LOC105374037,4.984232,-4.402796,7.97E-05,0.000205777
LOC105370590,4.983486,-4.416156,4.13E-05,0.000112015
LOC105372317,4.983163,-4.398043,1.40E-05,4.10E-05
MUC3A,4.983157,-2.477679,1.59E-15,1.41E-14
RASD2,4.98244,-2.352553,4.69E-12,3.06E-11
LOC107986126,4.982274,-3.939043,3.67E-07,1.36E-06
KCTD8,4.981915,-4.40052,2.14E-05,6.08E-05
CAPZA3,4.981473,-4.403379,0.000183674,0.000442793
BMPR1B-DT,4.981339,-4.402102,3.73E-05,0.000102019
LINC02444,4.981309,-4.372875,0.000128108,0.000318514
GFRAL,4.980404,-4.398891,1.44E-05,4.21E-05
LOC283045,4.979617,-4.376553,6.34E-05,0.000166681
LOC105375607,4.979456,-4.391414,1.54E-05,4.49E-05
B3GALT5,4.979013,-3.124171,2.79E-11,1.69E-10
LINC02616,4.97884,-4.435272,7.06E-05,0.00018388
LINC00561,4.978721,-4.419562,9.21E-05,0.000234876
SLC5A1,4.978525,-3.541062,9.23E-10,4.72E-09
LOC107985773,4.978099,-4.390099,4.54E-05,0.000122277
OR2D2,4.977817,-4.402499,2.46E-05,6.92E-05
LINC00919,4.977644,-4.421914,0.000126391,0.000314723
MIR3663HG,4.977401,-4.404742,8.05E-05,0.000207714
SNAP91,4.977139,-2.50518,4.35E-18,4.76E-17
LOC105373815,4.976568,-4.404614,6.71E-05,0.000175426
CHKA-DT,4.976419,-4.399768,1.50E-05,4.37E-05
EFCAB3,4.976414,-4.401671,2.02E-05,5.77E-05
LOC105375964,4.975463,-4.389033,0.000228093,0.000540603
VWA2,4.975278,-3.24479,1.09E-13,8.33E-13
CTNNA3,4.974322,-1.509112,7.14E-21,9.51E-20
LOC105375431,4.973772,-4.246085,2.68E-06,8.75E-06
LOC158434,4.972308,-4.406867,5.84E-05,0.000154366
MIR4300HG,4.971624,-4.436728,8.34E-05,0.000214532
LOC105370418,4.971483,-4.404679,3.62E-05,9.90E-05
LOC105374833,4.970729,-4.406578,6.89E-05,0.00017967
MIR325HG,4.969638,-4.408205,0.000165183,0.000401754
LOC105373338,4.969555,-3.941946,1.58E-07,6.15E-07
LOC107985983,4.969198,-4.394068,3.88E-05,0.000105796
LOC102723529,4.968835,-4.395267,2.06E-05,5.86E-05
LOC107986602,4.967942,-4.40872,0.000142056,0.000350264
ST6GALNAC5,4.967757,-3.557925,6.33E-08,2.60E-07
TRIM51,4.96737,-4.406991,8.63E-05,0.000221413
OTX2,4.967088,-4.406555,3.81E-05,0.000103912
LOC107985839,4.96684,-4.43703,5.76E-05,0.000152415
LINC02687,4.966639,-4.40809,7.91E-05,0.000204163
LOC105373968,4.96616,-4.408082,0.000111395,0.000280191
LOC105370462,4.965782,-4.417695,2.52E-05,7.09E-05
LOC105374371,4.965022,-4.421668,5.94E-05,0.000156792
LINC02790,4.964695,-4.440228,0.000104236,0.000263556
LOC101927890,4.964577,-4.423335,8.89E-05,0.000227313
NMBR,4.963966,-4.421881,5.60E-05,0.000148333
OR5B3,4.96395,-4.394128,7.33E-05,0.000190387
LOC100505851,4.962801,-4.113125,1.90E-06,6.34E-06
H4C6,4.962785,-1.674143,6.95E-22,9.78E-21
PLCE1-AS2,4.962511,-4.419671,2.99E-05,8.31E-05
LOC105374651,4.962453,-4.420522,4.81E-05,0.000128826
LOC107987012,4.961687,-4.408967,7.58E-05,0.000196542
LOC105370960,4.961656,-4.394116,0.000109128,0.000274936
LOC105374343,4.961587,-4.405469,1.65E-05,4.77E-05
OTP,4.961177,-4.396,3.82E-05,0.000104301
LINC01795,4.960859,-4.41038,0.000130898,0.000324967
LINC00554,4.960837,-3.808592,2.52E-08,1.09E-07
LOC105375990,4.96083,-4.100952,3.91E-07,1.44E-06
LOC105373999,4.960771,-4.409316,5.11E-05,0.000136236
LINC01845,4.9592,-4.422334,5.42E-05,0.000143927
LINC02305,4.958658,-4.440733,8.85E-05,0.000226623
LINC00922,4.958282,-4.422991,4.66E-05,0.000125253
LOC105372692,4.957403,-4.108316,9.76E-07,3.39E-06
LINC01192,4.956797,-3.504834,1.11E-11,7.02E-11
LOC105373713,4.95672,-4.408706,3.84E-05,0.000104784
HOGA1,4.956131,-3.947277,2.91E-08,1.25E-07
LOC105377114,4.956021,-4.425623,0.000117676,0.000294876
LOC101927664,4.955577,-4.409569,4.26E-05,0.00011522
PHYHIP,4.955034,-3.95989,6.28E-08,2.58E-07
LOC105376740,4.953824,-4.427886,0.000166761,0.000405274
SHH,4.953167,-2.388918,3.13E-17,3.21E-16
WIF1,4.953054,-4.399832,3.02E-05,8.37E-05
LOC105377101,4.952723,-4.410271,4.12E-05,0.000111776
LOC105377564,4.952288,-4.409826,2.52E-05,7.09E-05
SMYD3-AS1,4.952134,-3.274858,1.54E-10,8.59E-10
PCDHGA8,4.952132,-4.421705,2.82E-05,7.88E-05
ARPP21,4.951481,-0.7789026,7.90E-27,1.49E-25
LOC105376270,4.951268,-4.398101,5.23E-05,0.000139229
LOC105378859,4.950202,-4.425458,6.24E-05,0.000164046
LOC105370794,4.950061,-3.57688,2.32E-09,1.13E-08
LOC105375291,4.95003,-4.441146,7.75E-05,0.000200327
DCAF4L2,4.94958,-4.423653,3.23E-05,8.93E-05
SYT13,4.94944,-4.411892,7.09E-05,0.000184628
FGL1,4.949406,-4.447045,0.000203203,0.000486072
STMND1,4.948943,-4.425378,4.88E-05,0.000130629
LOC105371261,4.947984,-4.424777,5.38E-05,0.00014308
LOC105379396,4.947628,-4.401713,3.69E-05,0.000100909
MIR3978,4.947605,-4.398216,9.35E-05,0.000238284
MIR548XHG,4.947388,-4.42694,7.64E-05,0.000198035
LOC105377950,4.947174,-3.693378,2.34E-08,1.02E-07
LOC112268214,4.94689,-3.568246,6.20E-08,2.55E-07
CYP2A13,4.945099,-4.427853,0.000110777,0.000278769
CASKIN1,4.944929,-2.789329,1.06E-12,7.33E-12
LOC105371204,4.944846,-4.444558,0.000112472,0.000282786
HOXD11,4.944563,-4.413387,4.01E-05,0.000109102
LOC105369320,4.944298,-4.413101,8.86E-05,0.00022666
LOC107987137,4.944207,-2.959417,1.23E-11,7.71E-11
LOC105376627,4.943697,-3.563943,8.61E-09,3.94E-08
LINC01551,4.943614,-4.074051,2.40E-07,9.10E-07
IGHVIII-82,4.94316,-4.413776,7.39E-05,0.000191768
LOC105379151,4.943081,-4.446369,0.000183112,0.000441582
LOC107985427,4.94253,-4.426612,4.58E-05,0.000123348
LOC107985699,4.942416,-4.413908,6.63E-05,0.000173664
KLF9-DT,4.94141,-2.87534,1.10E-14,9.17E-14
LINC01257,4.941208,-4.446798,0.000126066,0.000314058
CYP3A43,4.941089,-3.515202,9.15E-10,4.68E-09
CNTNAP5-DT,4.940976,-4.413849,5.19E-05,0.00013837
LOC107985889,4.940463,-4.427834,6.62E-05,0.000173293
LOC105377290,4.940311,-4.428123,6.14E-05,0.000161721
LOC105372756,4.939794,-4.414384,8.83E-05,0.000226115
CELF2-AS2,4.939354,-4.414367,5.56E-05,0.000147257
LINC01697,4.939266,-4.427176,5.56E-05,0.000147392
OR10S1,4.937663,-4.401036,0.000136832,0.000338302
LINC01807,4.935106,-4.429133,6.10E-05,0.000160768
LOC105374505,4.935027,-4.444723,6.77E-05,0.000176918
TBC1D28,4.934824,-4.415828,3.86E-05,0.000105256
MAGEA8-AS1,4.934664,-4.422716,1.53E-05,4.45E-05
LOC105369964,4.93465,-4.429625,4.91E-05,0.000131289
LOC107984185,4.934455,-4.416846,0.000124039,0.000309446
LOC105371467,4.934395,-4.427635,3.55E-05,9.72E-05
LOC105371874,4.933872,-2.358137,1.20E-12,8.27E-12
PRNCR1,4.933535,-0.270993,2.09E-74,2.32E-72
OR8S1,4.933088,-4.450573,0.000373094,0.000851067
RPE65,4.932815,-3.530819,5.78E-09,2.70E-08
LOC107983966,4.932227,-4.431198,0.00019842,0.000475419
AFM,4.931598,-4.417827,1.79E-05,5.15E-05
ABCB11,4.931525,-3.761225,1.43E-07,5.58E-07
MGC4859,4.931342,-1.112346,2.35E-38,7.84E-37
LOC107986228,4.931198,-4.430946,8.61E-05,0.000220922
LOC105375323,4.930011,-4.431288,0.000101509,0.000257219
ZIC3,4.929027,-4.430713,6.81E-05,0.000177915
LOC105374517,4.928952,-4.468873,0.000264558,0.000620591
SSX1,4.928761,-4.417326,0.000126796,0.00031569
LINC00433,4.928601,-4.445867,7.71E-05,0.000199612
LOC107986112,4.928383,-4.43141,8.58E-05,0.000220397
LOC101927518,4.92834,-4.420581,2.09E-05,5.96E-05
LINC02379,4.928165,-4.428847,3.00E-05,8.33E-05
LOC105375497,4.927971,-4.431091,6.21E-05,0.000163331
LOC105375738,4.927824,-4.401726,0.000184022,0.000443546
TBC1D3P5,4.927369,-3.957529,4.92E-08,2.06E-07
SLC6A18,4.92731,-3.831621,3.98E-08,1.68E-07
LOC105374875,4.926792,-4.077245,8.96E-07,3.13E-06
LOC105378211,4.926663,-4.418032,0.000106988,0.00026991
LOC105373945,4.926177,-3.528256,2.28E-09,1.11E-08
LOC105375959,4.925495,-4.403795,0.000164424,0.000400143
SREBF2-AS1,4.925244,-1.008775,3.45E-31,8.20E-30
LOC105376692,4.925107,-4.431265,4.67E-05,0.000125464
HFM1,4.925081,-2.992365,1.78E-13,1.33E-12
PLK5,4.925011,-3.112008,8.58E-14,6.61E-13
OR7E24,4.924575,-4.418375,8.59E-05,0.000220499
LOC105378496,4.924473,-4.449169,0.000121392,0.00030335
LINC02461,4.924437,-4.431872,0.000105917,0.000267423
LOC107986905,4.922772,-4.12,5.12E-06,1.60E-05
LOC101928731,4.922557,-1.894959,4.09E-15,3.51E-14
LOC105373855,4.922226,-4.4326,5.23E-05,0.000139268
NTF4,4.921813,-4.431102,3.30E-05,9.11E-05
OTX2-AS1,4.921805,-4.419708,5.49E-05,0.000145689
PINCR,4.921447,-4.433068,7.11E-05,0.000185012
ZNF705G,4.921232,-4.445941,4.85E-05,0.000129896
LOC105372146,4.920963,0.08610155,1.62E-31,3.89E-30
DEFB110,4.92054,-4.43242,5.23E-05,0.000139229
LOC107986254,4.91895,-0.3660839,2.62E-58,1.78E-56
LOC105369577,4.918887,-4.433613,6.00E-05,0.000158399
KLHL38,4.918384,-4.420689,8.99E-05,0.000229744
LOC101928505,4.918327,-4.448869,8.63E-05,0.000221449
RNF138P1,4.918093,-1.414022,1.12E-33,3.05E-32
LOC105376187,4.917873,-4.419666,0.000124456,0.000310341
LINC01964,4.917859,-4.241067,1.63E-05,4.72E-05
LINC02542,4.917564,-4.431368,2.85E-05,7.94E-05
CDKL2,4.916513,-2.468983,8.38E-17,8.30E-16
BLACE,4.916165,-3.404676,1.56E-10,8.69E-10
HOXA11-AS,4.916156,-4.434189,9.02E-05,0.000230455
LOC105374934,4.91572,-4.453422,0.000163289,0.000397588
OR1L3,4.91534,-4.435556,0.000117072,0.00029344
LOC105372693,4.915227,-4.449705,8.66E-05,0.000222156
LOC107985953,4.914998,-2.819598,4.38E-14,3.46E-13
CASC18,4.914878,-4.435491,9.07E-05,0.000231542
LOC401478,4.914743,-3.382173,6.84E-09,3.17E-08
LINC00547,4.914512,-4.434806,6.01E-05,0.000158545
PLPPR5-AS1,4.914233,-4.405184,0.000219183,0.000521143
LOC101927712,4.913928,-4.434094,5.26E-05,0.000140041
AKAIN1,4.91319,-4.049727,2.94E-06,9.54E-06
LOC105375527,4.912306,-4.434803,7.40E-05,0.000192145
HMX3,4.912132,-4.272992,4.58E-06,1.44E-05
LOC105370528,4.911849,-4.455808,0.000707428,0.001530377
MCIDAS,4.911627,-4.43651,0.000166137,0.000403851
LINC02077,4.911464,-4.436374,0.000113739,0.000285712
LOC101928392,4.911269,-4.435094,0.000121989,0.000304679
UNC5D,4.9111,-1.972777,1.84E-14,1.50E-13
LINC01460,4.910482,-4.450614,7.02E-05,0.000182782
LOC107985048,4.910423,-4.435041,5.77E-05,0.000152686
ZFHX4-AS1,4.910131,-4.450681,9.86E-05,0.000250555
LOC105373029,4.909717,-4.434056,3.16E-05,8.74E-05
LOC105371155,4.909708,-4.435076,3.92E-05,0.000106679
LINC02133,4.909587,-4.43568,7.92E-05,0.000204399
UBL4B,4.909041,-4.436786,0.000160049,0.000390416
AQP5,4.908955,-4.422807,0.000108718,0.000273958
NKX1-2,4.908366,-4.423001,8.11E-05,0.00020894
MIR576,4.908182,-4.454087,0.000164514,0.000400337
LOC102724838,4.908029,-4.436451,0.000101583,0.00025739
LINC00615,4.907629,-4.436861,8.31E-05,0.000213955
LURAP1L-AS1,4.907105,-4.424077,7.62E-05,0.000197525
LOC105370586,4.907008,-4.436375,7.64E-05,0.000197846
LOC107986263,4.906841,-4.435811,3.28E-05,9.04E-05
PDS5B-DT,4.906718,-4.436353,6.19E-05,0.000162892
BCAR4,4.906662,-4.439123,0.000116151,0.000291309
LOC105376118,4.906448,-4.456108,0.000283725,0.000661841
LINC02264,4.905997,-4.455334,0.000184204,0.000443957
LOC105379869,4.905797,-1.351402,6.44E-18,6.97E-17
LOC105377151,4.905721,-3.901364,3.00E-07,1.12E-06
FAT1,4.90526,-2.929866,5.17E-15,4.40E-14
LINC01354,4.905051,-4.439121,0.000180314,0.000435371
CLEC4M,4.904907,-4.438627,7.56E-05,0.000196177
LOC107986018,4.904701,-3.338942,1.11E-08,5.00E-08
LINC01618,4.904014,-4.428455,3.47E-05,9.53E-05
SNORD26,4.903741,-1.777799,2.96E-18,3.28E-17
LOC105379122,4.903008,-4.438021,7.55E-05,0.000195874
LOC105369874,4.90299,-4.437919,6.82E-05,0.00017816
TAS2R1,4.902948,-4.438009,0.000120193,0.000300594
TCF24,4.902452,-4.437238,4.43E-05,0.000119452
FAM163A,4.901888,-3.849972,3.06E-07,1.14E-06
AGT,4.901516,-4.436997,3.10E-05,8.58E-05
LOC105375979,4.901304,-4.455334,0.000162105,0.000394938
CRISPLD1,4.901146,-2.964499,1.55E-13,1.17E-12
LOC105374480,4.900729,-3.404371,2.01E-08,8.83E-08
SOWAHA,4.900652,-4.126539,2.53E-06,8.27E-06
LOC105372668,4.900487,-4.437102,3.07E-05,8.51E-05
CXorf49,4.900469,-4.454044,0.000114832,0.000288233
RAX,4.899674,-4.456527,0.000184904,0.000445587
LINC02292,4.899626,-4.438526,5.26E-05,0.000139903
LOC105377171,4.899096,-4.456789,0.000219149,0.000521096
LOC105374618,4.898105,-4.109456,2.88E-07,1.08E-06
MMP10,4.897926,-4.438888,0.000249621,0.000588182
APOC1P1,4.89761,-4.447339,3.13E-05,8.65E-05
LOC107986968,4.896416,-4.439031,4.44E-05,0.000119701
LOC105372132,4.896275,-4.457794,0.000366359,0.000837191
OR2Z1,4.895751,-4.439447,5.29E-05,0.000140846
PGLYRP3,4.895017,-4.439228,4.37E-05,0.000117988
LOC107984934,4.894297,-4.456686,0.0001478,0.000363198
LOC102724847,4.893984,-4.43944,2.91E-05,8.08E-05
LOC107984906,4.893964,-4.451953,4.17E-05,0.000113056
LINC01821,4.893787,-3.860062,1.44E-07,5.64E-07
LOC107984651,4.893565,-4.440079,9.15E-05,0.000233228
LINC01179,4.892581,-4.441258,7.01E-05,0.000182641
LOC101927073,4.892221,-3.23705,4.48E-10,2.37E-09
PRDM9,4.892196,-4.440938,4.81E-05,0.000128846
ACOT6,4.891359,-3.99833,6.52E-08,2.67E-07
LOC101929237,4.890894,-4.441263,7.88E-05,0.000203584
LOC105375336,4.890821,-4.287772,4.96E-06,1.55E-05
FOXB1,4.890733,-2.211408,1.36E-12,9.33E-12
LOC107985847,4.890391,-3.056666,2.12E-12,1.43E-11
GDPD4,4.890333,-2.498373,3.90E-15,3.36E-14
LOC105374673,4.890099,-4.441438,0.000164542,0.000400378
LOC105375412,4.890059,-4.440908,0.000179629,0.0004338
BPIFB1,4.889714,-4.276444,9.41E-06,2.83E-05
LOC105376571,4.889614,-4.441035,4.26E-05,0.000115261
LINC00838,4.889559,-4.460712,0.00039752,0.000902582
LOC102724784,4.889264,-4.441671,0.000109896,0.00027674
H2BW2,4.88893,-4.441273,0.000127061,0.000316326
LOC101929727,4.888596,-0.8893409,2.30E-35,6.70E-34
LINC00367,4.88847,-4.441985,4.31E-05,0.000116563
RNU12,4.887881,-0.5609228,2.21E-33,5.88E-32
LOC105373523,4.887683,-4.455711,8.60E-05,0.000220708
PCDHA9,4.887638,-4.457058,0.000136445,0.000337501
KCNA4,4.887587,-4.442529,4.62E-05,0.000124274
RXRG,4.887473,-4.456123,8.48E-05,0.000218013
FOXI2,4.887152,-4.442444,0.000185798,0.000447538
LOC105371199,4.886805,-4.456285,7.24E-05,0.000188226
LOC105378570,4.886734,-3.862661,3.94E-08,1.66E-07
CALCB,4.885359,-4.443252,6.49E-05,0.000170376
HAPLN4,4.884432,-3.346877,1.66E-10,9.22E-10
LOC105372027,4.884346,-4.428294,0.000241857,0.000570972
LOC100289361,4.884264,-3.265859,5.52E-11,3.23E-10
LOC101927048,4.884048,-4.475973,0.000236061,0.000558103
PACRG-AS1,4.883578,-4.443181,0.000142264,0.000350706
CAMK1G,4.882894,-4.458114,0.00015192,0.000372366
LOC100505774,4.882505,-4.429404,0.000133278,0.00033032
LOC105375080,4.882498,-4.444075,6.26E-05,0.000164572
AKR1B10,4.881582,-3.942445,3.32E-07,1.23E-06
LOC105377588,4.881557,-4.444062,4.44E-05,0.000119697
BPIFA4P,4.881498,-4.454009,3.66E-05,0.000100145
ZAR1L,4.88137,-4.133693,7.46E-07,2.64E-06
LOC102724903,4.881103,-4.457044,5.64E-05,0.000149388
DEFB118,4.881073,-4.443619,0.000218364,0.000519462
LOC105371393,4.880304,-3.624193,3.21E-08,1.38E-07
EPCAM-DT,4.880215,-4.132407,1.49E-06,5.04E-06
LINC01692,4.880071,-4.429035,0.000221204,0.000525514
LOC105378608,4.880011,-4.457756,8.92E-05,0.000228103
AMER2,4.879808,-3.169946,1.62E-12,1.10E-11
LOC107986181,4.879606,-4.458733,9.62E-05,0.000244793
LRRC7-AS1,4.87924,-3.891658,2.40E-07,9.09E-07
LINC02442,4.878991,-4.462787,0.000733494,0.001581437
LOC105373899,4.878236,-4.475842,0.00016135,0.000393202
PWAR1,4.877685,-3.82809,7.82E-07,2.76E-06
LOC105377295,4.877511,-2.402378,9.55E-18,1.02E-16
TH,4.876902,-3.641338,1.38E-08,6.16E-08
LINC02672,4.876786,-4.456963,6.15E-05,0.000162029
ZFPM2,4.876382,-2.403361,1.38E-11,8.59E-11
SPDYE20P,4.87604,-4.321527,2.75E-05,7.69E-05
LOC105373902,4.87547,-4.446644,4.52E-05,0.000121758
ADH1B,4.875392,-4.457182,5.00E-05,0.000133562
LOC105375260,4.875238,-0.7273391,2.66E-30,5.99E-29
LOC105372646,4.874444,-4.476147,0.000113444,0.000285038
MAL2-AS1,4.874243,-4.458089,6.29E-05,0.000165245
FRG1FP,4.874225,-3.77874,8.01E-10,4.12E-09
LOC105375525,4.874118,-4.461413,0.000268161,0.000628329
TSPAN8,4.873113,-4.446242,0.000199725,0.000478393
SLC35F4,4.873073,-2.080197,1.36E-25,2.41E-24
LINC02122,4.871903,-4.479514,0.000187393,0.000451088
LOC107987109,4.871614,-4.463275,0.000157496,0.000384671
LOC101928269,4.871355,-4.460444,0.00011551,0.000289856
LOC105370278,4.871183,-4.47455,8.33E-05,0.000214232
NOVA1,4.871033,-2.717311,5.10E-15,4.34E-14
ABCA9-AS1,4.870878,-4.461836,0.000105563,0.000266656
LOC107987134,4.870652,-4.448489,3.86E-05,0.000105256
TFAP2D,4.8706,-3.951669,1.26E-07,4.95E-07
LOC112267900,4.870531,-3.047728,5.99E-12,3.86E-11
UNC93A,4.870353,-4.446954,6.98E-05,0.000182031
LOC107986277,4.87034,-4.430831,0.000223547,0.000530538
LINC02275,4.869731,-4.434988,9.68E-05,0.000246295
PDZRN3-AS1,4.86938,-4.448029,7.57E-05,0.000196239
LOC105378879,4.869282,-4.519656,0.000397892,0.000903371
RDH8,4.869262,-4.448607,4.58E-05,0.000123252
ZBED6,4.869108,3.011564,1.47E-122,7.02E-120
UCA1,4.868159,-4.110958,4.14E-06,1.31E-05
LOC105374686,4.86815,-4.461083,9.64E-05,0.000245094
LOC105370187,4.867311,-4.448223,0.000118076,0.000295797
MMP3,4.867046,-4.448997,7.66E-05,0.0001985
LOC105375772,4.866499,-4.477085,0.00011773,0.00029499
DYDC2,4.865878,-4.449688,6.03E-05,0.000159012
KRT75,4.864745,-4.449147,7.97E-05,0.000205777
LOC105370327,4.864631,-3.381636,6.26E-09,2.91E-08
LOC105373115,4.864564,-4.457927,3.55E-05,9.74E-05
LOC105369880,4.86443,-4.462239,0.000118639,0.000297027
LOC105369998,4.863897,-4.461484,0.000115576,0.000290002
MORC1-AS1,4.863828,-4.481208,0.000490301,0.001094493
FOXA1,4.863386,-3.695927,7.52E-10,3.88E-09
LOC105378473,4.863166,-4.448831,0.000152383,0.000373331
LINC02452,4.862962,-4.463463,0.000119253,0.000298426
LOC105372072,4.862831,-4.461373,5.83E-05,0.000154055
ZNF25-DT,4.862624,-4.464946,0.000336589,0.000774961
WDR87,4.862363,-2.878512,3.55E-14,2.83E-13
LOC105376013,4.862314,-4.477822,0.000115868,0.000290656
LOC107986257,4.861924,-4.450183,0.000107146,0.000270217
LOC105373411,4.860853,-4.062789,2.29E-07,8.71E-07
GRM5-AS1,4.860627,-4.449944,0.000108415,0.00027325
LOC105375962,4.859597,-4.46405,0.000143057,0.000352544
LINC02278,4.859223,-4.481538,0.000191597,0.000460166
LOC105378214,4.858869,-3.137469,5.71E-10,2.99E-09
FIGN,4.858674,-0.8115803,7.58E-24,1.20E-22
LOC107985960,4.858654,-4.453914,4.22E-05,0.00011438
LOC105377442,4.858464,-4.478686,0.000110309,0.000277684
LOC107986337,4.858459,-4.463325,8.73E-05,0.000223696
LOC101928628,4.858317,-4.464866,0.00025118,0.000591595
LOC107985716,4.858234,-4.46561,0.000188735,0.000453938
LOC105377949,4.85821,-4.461444,3.65E-05,9.99E-05
LOC105369890,4.858177,-0.210401,1.27E-28,2.62E-27
FOXA2,4.856546,-4.465753,0.000209161,0.000498971
CLDN16,4.85635,-4.481523,0.000189248,0.000455082
LINC00477,4.85601,-4.451601,9.83E-05,0.000249792
SLC6A17,4.85581,-3.453086,5.60E-11,3.27E-10
LOC105369846,4.85542,-3.544505,6.36E-10,3.31E-09
LOC107984482,4.854093,-4.020596,1.32E-07,5.19E-07
MAP1B,4.85202,0.5498424,2.89E-42,1.10E-40
LINC00903,4.851863,-4.50227,0.000348648,0.000800351
LOC105372790,4.851844,-2.750746,8.81E-15,7.37E-14
LOC112268128,4.851682,-4.46492,8.82E-05,0.000225878
LOC105379070,4.851653,-4.144378,4.16E-06,1.32E-05
GALR1,4.85142,-3.666065,9.55E-09,4.35E-08
LOC105377993,4.851411,-4.480287,0.000123161,0.000307379
LOC105369367,4.851172,-4.465326,8.54E-05,0.000219337
LINC01837,4.851142,-2.846451,1.06E-13,8.07E-13
KRTAP7-1,4.851126,-4.466174,0.000116089,0.000291171
LOC105370508,4.851079,-3.772568,4.18E-07,1.53E-06
OR4A15,4.850507,-4.482502,0.000261641,0.000614096
AADACL3,4.850314,-4.163558,2.44E-06,8.02E-06
AGTR2,4.850044,-4.482746,0.000218827,0.00052043
LINC01734,4.849303,-4.466198,0.000160583,0.000391564
GALNT15,4.849206,-1.987144,1.69E-15,1.50E-14
CCDC105,4.848696,-4.498599,0.000197657,0.000473682
LOC101928764,4.84836,-2.705432,2.85E-15,2.48E-14
LOC105371738,4.848102,-4.480936,0.000113171,0.00028441
LOC105369917,4.847955,-4.465896,8.62E-05,0.000221308
C2orf78,4.84786,-4.467157,0.00016758,0.000407051
OR9H1P,4.847606,-4.466486,8.84E-05,0.000226388
LINC02111,4.847302,-4.464894,4.61E-05,0.000123866
LOC105372699,4.847273,-3.977164,2.99E-07,1.12E-06
LOC107985812,4.846908,-4.467237,0.000103087,0.000260952
C12orf40,4.846712,-1.904016,2.54E-25,4.44E-24
DYNC1LI2-DT,4.846353,-4.024245,2.12E-06,7.02E-06
LOC107984137,4.846208,-4.465991,7.03E-05,0.000183173
LOC107984965,4.845108,-3.246258,1.10E-11,6.93E-11
LOC101928386,4.844497,-4.466062,4.86E-05,0.000130173
AADACP1,4.844182,-4.504794,0.000410447,0.00092978
LL22NC03-13G6.2,4.84344,-4.453766,0.000152318,0.000373224
LOC400940,4.843332,-4.46776,0.000136116,0.000336731
LOC105377517,4.842855,-4.482911,0.000146285,0.000359857
PCDH11Y,4.842579,-4.465044,2.48E-05,6.99E-05
DAZL,4.842023,-3.575908,1.90E-10,1.05E-09
LOC107985684,4.841854,-3.12548,1.97E-11,1.21E-10
KRT71,4.84172,-4.481652,8.98E-05,0.000229519
LOC105369850,4.841534,-2.552408,1.23E-17,1.30E-16
PRICKLE2-AS1,4.841523,-4.501943,0.000258411,0.000607434
STX18-IT1,4.84152,-3.659642,2.47E-08,1.07E-07
CYP4F8,4.841478,-4.467627,7.37E-05,0.000191341
LINC01340,4.840862,-4.48494,0.000181798,0.00043864
LOC105370791,4.84066,-4.481367,8.91E-05,0.000227954
LINC00410,4.84034,-4.483022,0.000173534,0.000420363
R3HDML-AS1,4.839824,-4.502039,0.000237015,0.000560252
NKAIN4,4.839781,-4.467955,5.54E-05,0.000147009
OR5M1,4.839758,-4.468565,6.76E-05,0.000176752
OR5B17,4.839648,-4.483535,0.000143931,0.000354558
LOC105369409,4.839451,-4.481376,1.00E-04,0.000253695
LOC105369833,4.838959,-4.470171,0.000126369,0.000314689
TMPRSS11GP,4.838888,-4.482711,8.70E-05,0.000223094
LINC01583,4.838109,-4.469135,5.99E-05,0.000158219
CBLN4,4.837887,-4.484416,0.000177324,0.000428734
TUB-AS1,4.837828,-4.469325,0.000134804,0.00033382
LOC107984918,4.837826,-4.482834,9.84E-05,0.000250061
LOC105378816,4.83775,-2.783108,4.95E-13,3.55E-12
LOC100133920,4.83757,-4.455454,0.000161393,0.000393281
TMEM270,4.83735,-4.468823,5.16E-05,0.000137548
LINC00632,4.836591,-4.481167,7.77E-05,0.000200899
LOC105369579,4.836288,-4.502357,0.000185019,0.000445835
DIAPH3-AS2,4.836096,-4.469678,0.000293475,0.000683386
DPRX,4.835839,-4.483453,0.000114366,0.000287161
LINC01721,4.835489,-4.504482,0.000286903,0.000668709
RNF223,4.83528,-4.469963,9.32E-05,0.00023742
