,logFC,logCPM,PValue,FDR
AMMECR1L,-0.438986703,1.805822508,0.008452736,0.014818362
GOLGA2P7,-1.600550174,-4.268789553,0.008452742,0.014818362
INTS4,-0.358573571,2.474805741,0.00848004,0.014862719
COPS7A,-0.371593366,2.926336903,0.008498533,0.014893029
INTS11,-0.341893418,4.376133556,0.008537564,0.014954391
MASP2,-0.657851685,-0.759951156,0.008568485,0.015002906
SESN3,-0.67493001,4.103539918,0.008589048,0.01503679
LOC112268339,-3.487277435,-4.767154978,0.008591718,0.01504005
CHID1,-0.434814265,3.020670491,0.008601276,0.015054982
TM4SF19-AS1,-1.57023317,-2.517441971,0.00860656,0.015061783
PPP1R7,-0.41819645,3.68886046,0.008609698,0.015066566
PHF8,-0.367364102,3.207211105,0.008637662,0.015109289
IL2RG,-0.467000749,7.048349853,0.008639216,0.015111121
CCL25,-1.523653189,-3.237951163,0.008640143,0.015111323
LY6E-DT,-1.400213492,-3.265133649,0.008659133,0.015140981
CHST8,-1.431370386,-2.30876328,0.008692218,0.015192411
UBE2F-SCLY,-2.95112278,-4.560517707,0.008709278,0.015221514
LOC112268340,-3.314179991,-4.825917663,0.008723633,0.015243741
HBG2,-1.863535816,-0.287237974,0.008737988,0.01526596
TCEAL3,-0.545835921,0.450535554,0.008781806,0.0153346
MINDY4B,-1.662979437,-3.166989419,0.008843803,0.015436344
LOC101929289,-0.715283372,-1.59068472,0.008882557,0.015497449
AKIRIN1,-0.600318528,3.270446487,0.008898485,0.01552233
HLA-DQA2,-2.387318677,-4.19295034,0.008902533,0.015525754
RCE1,-0.623533452,1.461518522,0.008938798,0.015584619
LYVE1,-1.275672551,-2.992636974,0.008958483,0.015616016
JUNB,-0.863184945,6.439016756,0.008970493,0.01563622
ARMCX6,-0.498007928,1.06344182,0.008977455,0.015646891
LOC105375128,-1.193949005,-2.646362478,0.008986395,0.015661738
SLC66A1,-0.401342658,1.757344548,0.008997707,0.015679986
C2orf81,-0.711313671,-0.440983755,0.009012142,0.015702202
BEND7,-1.058968727,-1.43549828,0.009028503,0.0157285
TTI2,-0.460710546,0.903319908,0.00903678,0.015740711
CHN2,-0.982134581,-0.434980861,0.009041748,0.015748628
MIR4467,-1.760984303,-3.737289299,0.009102078,0.015845556
LOC105374636,-1.401238274,-3.174160518,0.009135483,0.015899994
PTPRO,-0.711870102,0.089712078,0.009141586,0.015909128
FFAR4,-1.120634637,-2.511408219,0.009180525,0.015972289
CAVIN1,-0.95030455,-1.454207928,0.009197128,0.015999059
ADAMTS13,-2.826943029,-4.629958908,0.009256593,0.016096487
ASB16-AS1,-0.414473533,1.552211422,0.009258184,0.016098502
RBM6,-0.32106119,4.6129889,0.009277934,0.016131337
GPRC5D,-1.172297777,-0.934239919,0.009312752,0.016188851
HCG9,-2.352383949,-4.553794856,0.009368973,0.016278225
RABL2A,-0.509609074,0.817445922,0.009370917,0.016280843
TXN2,-0.423153835,3.993580306,0.009412967,0.016349323
CZIB,-0.43177963,2.518303852,0.009440804,0.016394614
LOC100130283,-0.677569293,-1.279285193,0.009449786,0.016409446
LOC107986757,-2.362409691,-4.196133546,0.009476682,0.016452315
SHISA7,-1.112182323,-1.552994458,0.009507267,0.016500797
TMSB4X,-0.403418438,8.558645126,0.009570789,0.016604081
NUP42,-0.391077614,1.350686789,0.009616841,0.016678536
SLC20A1-DT,-1.016497895,-1.990453516,0.009630639,0.016699726
PDCD2,-0.342864333,2.805370624,0.009656301,0.016739743
LINC01077,-1.306882554,-3.61071998,0.009656628,0.016739743
TAPT1,-0.418706975,1.327622483,0.009695192,0.016800489
TRIM17,-0.913981053,-0.932483192,0.009706639,0.016819391
FAM239B,-1.826030646,-3.87401829,0.009730314,0.01685824
LOC107985392,-0.842336316,-0.839725692,0.00974734,0.016883632
LOC107985357,-1.818185109,-3.641586582,0.009774012,0.016925895
LOC107985923,-1.413769519,-3.364701888,0.009777332,0.016930857
MIR144,-4.044955649,-4.591272574,0.009799437,0.016967557
RNF169,-0.372132434,2.100643363,0.009803342,0.016971951
NDUFA11,-0.425102148,4.239030498,0.00982721,0.017009317
JCHAIN,-1.550555147,5.341326274,0.009844842,0.017035876
ADPRH,-0.804961037,1.416159153,0.009851254,0.017045389
PIEZO1,-0.505930143,4.711264036,0.009866019,0.017065386
GNG3,-1.04986993,-2.419070035,0.009885256,0.017096277
BRCA1,-0.671729513,0.631702138,0.009923101,0.017156153
MACROD2,-1.136976838,-1.712929538,0.009941301,0.017183629
LOC112268260,-2.02901869,-4.490337612,0.009954357,0.017203801
LOC112694756,-1.171260721,-2.767937918,0.009966452,0.017220708
GLA,-0.575001736,2.122729361,0.010032698,0.017323919
SERPINF1,-1.01492255,0.726630547,0.010037475,0.017331365
NGFR,-1.203828413,-2.482812794,0.010083384,0.01740555
FAM72A,-1.245125751,-2.872471463,0.010091273,0.017417795
RNU6ATAC35P,-1.564114636,-3.748360874,0.010216637,0.017619476
C7orf25,-0.564939101,0.744908244,0.010256833,0.017679791
ANKRD24,-0.745815669,-1.393987239,0.010270216,0.017699582
XCL2,-1.015636294,-0.23791054,0.010300842,0.017746614
CMTM4,-0.904881039,-0.602508282,0.010325544,0.017785056
CENPA,-1.22487183,-1.933803292,0.010354319,0.017829673
GDF11,-0.461469116,1.554748957,0.010355514,0.017830905
RAB6B,-1.157083218,-1.135953165,0.010392931,0.017890369
LOC105370624,-0.573691375,0.806632849,0.01045928,0.017990444
IGKJ4,-1.589450016,-3.115913771,0.010473198,0.018011889
ZNF337,-0.433418255,2.495457709,0.010495073,0.018046176
STIM2-AS1,-1.348856759,-2.470739443,0.010530515,0.018099597
STK39,-0.429299328,1.77089281,0.010551407,0.018132986
TBC1D10C,-0.591759382,5.925735447,0.010586865,0.018187215
LOC101927863,-0.935741191,-2.146807028,0.010609777,0.018222373
TCL6,-1.209386137,-1.70345815,0.010613818,0.018228472
PYCR3,-1.99099859,-4.341578104,0.010639964,0.018266637
FKBP5,-0.596019824,4.536710101,0.010702805,0.018363517
ATG14,-0.463022412,2.239053749,0.010758762,0.018447626
MRI1,-0.524750951,2.405490138,0.01080763,0.018528859
GPCPD1,-0.406160521,4.043193754,0.01082683,0.018559721
LCMT2,-0.550641981,0.259194434,0.010877878,0.018638996
LINC02576,-1.086294814,-2.081450522,0.010889786,0.018655109
HPN,-1.3181798,-2.402244861,0.010893548,0.018660695
ZNF445,-0.407449896,2.779814441,0.010912297,0.018687654
STK11IP,-0.377763472,2.88374246,0.01094229,0.018735571
CYP17A1,-1.329460914,-3.328440222,0.010943687,0.018737102
PDGFD,-1.296597113,-0.662975644,0.010967596,0.018774584
POLD3,-0.483624442,1.843756509,0.010998974,0.018819646
KDELR2,-0.414911873,3.353512202,0.011057166,0.018909659
NPIPB8,-1.289933191,-3.554047869,0.01113864,0.019039374
GNRHR2,-1.107096214,-2.538929454,0.011187352,0.01911825
CRISP2,-1.517551715,-2.992645323,0.011232447,0.019191791
TTPAL,-0.381895415,2.050089816,0.011244101,0.019210823
TLCD3A,-0.857184698,-1.642896635,0.011261399,0.019237728
LOC105375363,-1.203563189,-2.412383453,0.011272944,0.019256567
TBX19,-0.722155402,0.273102924,0.011275383,0.019259849
SNORD7,-2.015199297,-3.941085606,0.011307219,0.019309801
DDX11L9,-2.511642251,-4.491990902,0.011318359,0.019327054
RPS15,-0.372193778,7.124041623,0.011360223,0.019394982
RNF181,-0.415307235,3.335420412,0.011408235,0.019471595
ASCC1,-0.418009958,2.288076326,0.011444113,0.019527462
LOC107985770,-1.134080099,1.516237078,0.011504047,0.019622536
A1BG-AS1,-0.867760678,-1.869757411,0.011514964,0.019638459
NBPF19,-0.555766496,1.846355474,0.011517663,0.019641263
XKR7,-1.00860332,-2.032480463,0.011575324,0.019733268
PPP1R3F,-0.481073254,1.747547812,0.011595372,0.019766308
WRAP53,-0.407295341,1.639236758,0.011604462,0.019780224
ENO3,-0.600235805,0.347485461,0.01161451,0.019793884
P2RX7,-0.491729014,2.034602792,0.011614602,0.019793884
STIM1,-0.34192017,4.388181672,0.011665445,0.019877651
MAP3K6,-0.426849658,1.251059545,0.011666423,0.019877651
DPYSL2,-0.575063874,3.340464178,0.011695493,0.019922624
SCD,-0.737349773,0.23865544,0.011774939,0.020046034
LOC112267867,-0.940753886,-0.554545555,0.011792626,0.02007431
HID1,-0.641945243,0.059927837,0.011802363,0.02008813
SLC12A5-AS1,-1.868054467,-3.339512258,0.011813148,0.020105568
SLC25A18,-0.757210657,-1.625422286,0.011815678,0.020108954
PPIP5K1,-0.57665455,0.000976398,0.011838131,0.020145326
SHF,-0.735353909,-1.325482408,0.011853929,0.020170604
COPZ1,-0.404286509,4.405602781,0.011866463,0.020189849
LOC105378967,-1.342947232,-3.005248652,0.011885474,0.020219423
EIF3K,-1.433661611,0.360838753,0.011886125,0.020219607
ISCA1,-0.765758699,3.094002071,0.011911077,0.020259276
LOC105377267,-1.438048729,-2.335217968,0.011924632,0.020280479
JPT1,-0.612147329,3.653390186,0.011944959,0.020312267
GOLGA8N,-1.343721721,-2.954100938,0.011973032,0.020353499
STX16-NPEPL1,-0.750423049,-1.723818519,0.012038769,0.020454043
GUCY2C,-1.237724521,-2.426857065,0.012040919,0.020456763
LOC107985588,-0.884374872,-2.368576984,0.012055127,0.020478098
DPY19L1,-0.52229769,0.354375249,0.012101592,0.020551405
ANGPTL6,-0.77288726,-1.636891931,0.012112442,0.020567015
B9D1,-0.864342556,-1.276683321,0.012174099,0.020657581
ADCK1,-0.542322802,0.905282708,0.012205946,0.02070313
LINC01311,-1.01165132,-1.842280811,0.012276848,0.020815806
SIGIRR,-0.46231383,4.855804548,0.012278482,0.02081668
LOC105371372,-1.932989364,-3.859198121,0.012289395,0.020833286
TMEM156,-0.534413658,1.417429506,0.012325529,0.020885033
LOC101929523,-1.389727208,-3.538950098,0.012336783,0.020899347
CCS,-0.448241622,3.565729917,0.01238731,0.02097731
QTRT2,-0.386252045,1.399346889,0.012393464,0.020984869
MSTO1,-0.523819442,0.428868499,0.012409817,0.021006826
ATP6V1E2,-0.57393811,-0.235116601,0.012429233,0.021037781
PROSER2,-1.060013537,-1.685794171,0.012476285,0.021107828
TAC4,-0.719432077,-1.318287955,0.012509902,0.021161817
LRRFIP1,-0.353852701,5.57770403,0.012512776,0.021164756
ARHGAP6,-1.202239749,-1.277683585,0.0125243,0.021182325
MED8,-0.42462429,2.347586653,0.012564694,0.021244853
TSPAN14,-0.308432084,5.622492052,0.012573134,0.021258158
EBI3,-1.069286282,-2.420134824,0.012665795,0.021401491
LOC107987272,-0.910523226,-2.62801306,0.012701715,0.021453156
LOC107984341,-1.350692775,-3.136766088,0.012762601,0.021544922
RPSA,-0.428472684,6.883210568,0.01276299,0.021544922
HES7,-1.75845332,-3.240250027,0.012768094,0.021551585
LOC105371159,-0.773153855,-0.986865959,0.012784042,0.021574592
LOC644215,-1.012249087,-2.485778351,0.012787927,0.021580159
HCG18,-1.091746413,-1.316230098,0.012807367,0.021609059
SGK1,-0.802496404,2.796286576,0.012809114,0.021611028
LOC112268420,-0.805196207,-1.664468545,0.012879808,0.021718491
LOC105370939,-2.934104513,-4.924650698,0.012916484,0.021773434
MRPL4,-0.396843399,3.035610689,0.012937261,0.021805498
LOC100996437,-0.989653178,-2.36804926,0.012942855,0.021813939
PPP1CC,-0.37148707,3.984117801,0.012993952,0.021896093
RELA-DT,-0.439995983,0.4482097,0.013007916,0.021914666
PYCR1,-0.896789293,-0.332836483,0.013010532,0.021918082
SNORD17,-0.953891074,-1.93820941,0.01303724,0.021957115
MT1L,-1.275570364,-1.776717221,0.013047276,0.02197203
RNF144A,-0.804695904,1.481423213,0.013131831,0.022106427
BORCS5,-1.132470627,-2.785691128,0.013143216,0.022121592
SNORA73A,-1.010157945,-1.811701612,0.013147605,0.022127979
NOD1,-0.435804637,2.739092119,0.013171099,0.022163513
ZNF24,-0.359974197,2.936480214,0.013198242,0.022205175
LOC646762,-1.071718846,-1.359508343,0.013206448,0.022217977
TBCB,-0.603052638,4.126746159,0.013212364,0.022226925
MIR130A,-3.573754558,-4.750224819,0.013218837,0.02223681
SPNS3,-0.598621221,1.343483632,0.013224646,0.022245577
LINC01772,-0.6308423,-0.238021503,0.013243942,0.02227703
LOC105372435,-1.512169621,-3.547816407,0.013299743,0.022362809
CORO1A,-0.512234659,8.307210421,0.013313963,0.022384697
RTN4RL1,-1.199473542,-3.160363225,0.013352813,0.022443937
ANKRD35,-0.908656817,-2.094984456,0.013354116,0.022445113
ZNF799,-0.820101686,-0.98988852,0.013364608,0.022460721
RPAP3,-0.387842847,2.131237877,0.013483562,0.022651435
DENND5B,-0.942485249,-0.389164601,0.013565064,0.022782186
TMIGD2,-0.788977282,1.776030676,0.013583235,0.022810647
SCD5,-1.061914238,-1.751285239,0.013656949,0.022929266
ZNF530,-0.603525144,-0.310148341,0.013689532,0.02297672
LINC01147,-1.550121344,-3.679860948,0.013753497,0.023078374
VKORC1,-0.481356018,2.975066652,0.013756661,0.023082107
FAM72D,-1.279049494,-3.327927165,0.013760716,0.023087871
MED15,-0.369548592,5.539343601,0.013770283,0.023100967
NAA38,-0.515632151,2.787942328,0.013776314,0.023108836
LOC107985637,-2.335607541,-4.353405974,0.013797801,0.023139666
PDE4DIPP7,-1.839308244,-4.048217981,0.013811885,0.023158176
SLC16A1,-1.762268713,-4.43955219,0.013811947,0.023158176
KLF4,-0.941952026,2.209274654,0.013820775,0.023170178
LOC100128494,-0.662123994,-1.632714845,0.013864647,0.023235029
ASB13,-0.561737074,1.07686962,0.013869234,0.02324167
HSBP1,-0.40464906,2.74441556,0.013888046,0.023267959
SNHG22,-1.451464802,-3.541354407,0.013890255,0.023270613
LOC100130872,-0.690115657,1.336089159,0.013892504,0.023272288
DDX11L16,-2.73296275,-4.962813868,0.013899083,0.023282261
LOC105377626,-1.715757159,-4.081120775,0.013967521,0.023388485
NRSN2,-0.700727683,-1.355330705,0.01396958,0.02339088
ZFTA,-0.753652771,-0.698471818,0.013999645,0.023439114
TMEM144,-1.064460001,-1.441586054,0.014017041,0.023465075
MIR146B,-2.75394277,-4.628590071,0.014037049,0.023497513
LINC00861,-0.488780058,5.250775599,0.014039024,0.023499763
GLUD2,-2.653801185,-4.674314247,0.014090063,0.023579896
TEX2,-0.423835114,1.451466296,0.014091454,0.023581088
RNVU1-1,-2.155047108,-4.259339323,0.014135666,0.023646649
MIR6738,-3.134326392,-4.88208825,0.014136491,0.023646967
LOC107986583,-1.560567992,-3.605105861,0.014145656,0.023661235
TAP1,-0.94108852,0.517919634,0.014175312,0.023709775
CASTOR2,-0.466206296,1.701665343,0.014186609,0.023725475
ISYNA1,-0.472710789,1.9814699,0.014191067,0.023731864
CISH,-0.897812183,4.303527018,0.014223361,0.023782666
IFI27L1,-1.916946542,-3.733018089,0.014293598,0.023887237
XPC,-0.305846205,3.952947734,0.014322666,0.023929371
SYNE3,-0.3462365,3.709787372,0.014325961,0.023933802
WDR25,-0.509901827,0.807612329,0.014360392,0.023982717
MRPL20-AS1,-0.411442199,2.241222203,0.01440537,0.024053519
LOC107986664,-1.184025147,-2.858631712,0.014421284,0.024076853
IER3,-2.135342265,-4.426624073,0.014455577,0.024127616
LOC105378968,-1.611034288,-3.504095388,0.014536031,0.024252117
C1orf50,-0.455401,0.988436833,0.014555469,0.024281284
UBOX5,-0.446530138,1.918589805,0.01466374,0.02443891
CD79B,-0.570244216,3.89998519,0.014678944,0.02446206
TCF19,-1.49125022,-2.579335021,0.014758751,0.024577458
UPK3A,-1.289373683,-1.903248991,0.01476423,0.024585483
LOC112268418,-1.308849976,-3.08325534,0.014797965,0.024638353
TRBJ1-3,-1.317461888,-3.741683159,0.014804946,0.024647772
TRPV1,-0.545198751,0.152463817,0.014809979,0.02465505
NOL12,-0.36004148,3.056730971,0.014815943,0.024662773
ANXA5,-0.505874535,5.26433953,0.014894522,0.024779178
TRAM2-AS1,-1.00864794,-2.08435112,0.014913704,0.024807383
LRRC27,-0.497058069,0.197414503,0.014914141,0.024807383
LOC107986763,-1.92810529,-3.722139998,0.014960059,0.024877094
EDEM1,-0.376895839,3.791078146,0.015006366,0.024948528
ADAMTS1,-1.309290831,-1.654494521,0.015016176,0.024962608
USP20,-0.324310103,4.414432136,0.015084381,0.025068158
LOC102723663,-1.28415495,-3.050660294,0.015086016,0.025068839
RTL6,-0.502982862,1.613068908,0.015101828,0.025090433
GRAMD1C,-0.848018164,-1.258396823,0.015184875,0.025217159
TMEM165,-0.37835026,1.565371512,0.015245677,0.025309101
RESF1,-0.386800628,5.386037915,0.01526934,0.025343864
SH3RF1,-0.776967481,-1.556551251,0.015284001,0.025364808
NTMT1,-0.460440533,0.756450583,0.015367971,0.025492801
DHX57,-0.417926925,1.486361693,0.015372992,0.025498105
NOTCH2NLB,-0.753511481,0.540540229,0.015383304,0.025513689
CLEC4OP,-1.662048372,-3.322992261,0.015385577,0.025516323
LINC02918,-0.82140165,-2.179125114,0.015389171,0.025521146
POLR1G,-0.821338889,-2.237691526,0.015389894,0.025521208
CCDC121,-1.017499262,-2.653955438,0.01545485,0.025616377
SNORA74B,-1.446679356,-3.643803643,0.015456697,0.025618299
MGST3,-0.439032941,2.86382629,0.015462701,0.025625969
KIAA0753,-0.464080944,0.957443478,0.01546912,0.025635466
SMIM11,-2.037338379,-4.479800161,0.015486875,0.025662605
RAB5A,-0.38340292,2.495116018,0.015507515,0.025692234
GPR17,-1.487336493,-3.521837512,0.01551214,0.025698754
LOC105377725,-0.915465012,-2.428301061,0.015534974,0.025733147
LOC105372279,-0.903984988,-2.02956,0.015548565,0.025753369
POLH,-0.38825813,2.615769906,0.015596585,0.025823717
LINC00593,-2.134101241,-4.452707134,0.01561093,0.025845171
PAGE1,-2.387853062,-4.044900653,0.015627133,0.025868545
LOC107985911,-0.999115064,-2.676528805,0.015693041,0.025968412
ZNHIT1,-0.41960867,3.686122286,0.015695634,0.025971549
DLG3,-0.497884548,0.998351983,0.015698418,0.025974133
ST3GAL1,-0.329864499,5.010820296,0.015715165,0.025998091
LOC105375055,-1.645005775,-3.673786496,0.015730805,0.026021653
LINC01554,-1.230657384,-2.883413723,0.01576047,0.026068408
CFL1,-0.395225837,7.364700627,0.015792987,0.026118712
TMEM92-AS1,-1.528532821,-3.144654682,0.01580847,0.026141997
PLAAT5,-1.438148053,-2.763593453,0.016062969,0.026547528
ZNF436,-2.976429833,-4.909780012,0.016132997,0.026652618
LOC101929178,-2.585803893,-4.465297767,0.016135117,0.026654939
GOLGA8Q,-2.355512237,-4.757656367,0.016142572,0.026664888
NPIPA3,-1.618058839,-3.421816171,0.016169188,0.026707669
LOC100130298,-1.081023347,-1.712485913,0.016261392,0.026850441
HLA-F-AS1,-0.908213408,-2.027489538,0.01636316,0.027011291
SOX8,-1.164645137,-1.963741623,0.016381806,0.027039674
POGK,-0.280640368,3.148965545,0.01648024,0.027186374
LYPD2,-1.444893751,-1.933707321,0.016480904,0.027186374
LAPTM4B,-0.74849901,-0.513180727,0.01656891,0.02731411
DENND2D,-0.481654556,4.878119146,0.016569343,0.02731411
PMP22,-1.355598984,-2.753113642,0.016597596,0.027355841
TUBGCP6,-0.29314296,4.827076464,0.016631532,0.027405709
GAPDH,-0.461591449,8.585957407,0.01666187,0.027454485
ASAP3,-2.28627814,-4.778742101,0.016673667,0.027470277
TRGV5,-0.983293884,-1.908312626,0.016680642,0.027480553
ARHGAP23,-1.559419815,-4.081744744,0.016742221,0.027571024
ERI3,-0.342698635,2.044754863,0.016765045,0.027606169
MED27,-0.319249389,2.218887199,0.016766312,0.027607034
HABP4,-0.449414444,1.414826517,0.016823696,0.027694174
LINC01719,-2.149839874,-3.945846955,0.016858246,0.027747369
LOC107984889,-1.041403992,-1.166812388,0.016900683,0.027812299
LINC00265,-0.488980822,1.179434347,0.016923911,0.027849295
KRT81,-1.44492823,-3.527639996,0.0169319,0.027861209
KRTAP5-AS1,-3.144799823,-4.862188223,0.016970989,0.027921828
LOC105375655,-0.78934201,-0.662098131,0.017012152,0.027982134
LOC107987074,-2.623495552,-4.67766587,0.017013588,0.027983261
P2RX5-TAX1BP3,-0.650452965,-1.053705137,0.017092919,0.028102571
LOC107985872,-1.665617547,-3.592702718,0.017114967,0.028136334
MVK,-0.598911157,0.804946346,0.017167768,0.028220646
PTGES3L,-1.109728678,-3.03535391,0.017184296,0.028241582
RGS6,-0.748355012,0.136879383,0.017201527,0.02826491
GP1BA,-1.048336907,0.894701627,0.017206946,0.028272567
TMTC1,-0.933543918,-0.769192885,0.01722539,0.028300375
TBC1D29P,-1.808307009,-4.404416449,0.017255311,0.028347032
AAMP,-0.314223102,3.924557146,0.017258021,0.028348983
MEF2A,-0.475960537,1.867703641,0.017292529,0.028399404
KCNS1,-0.64616689,-0.40685561,0.017329616,0.028455292
CNTNAP3B,-1.636611078,-3.727037521,0.017339026,0.028469488
GAL3ST4,-0.555943759,0.809779054,0.017387983,0.028534774
LOC101929536,-1.310450239,-3.695409338,0.017465885,0.028653778
LOC107986495,-1.868235376,-4.00350125,0.017480136,0.028673103
TRN-GTT1-1,-3.001371223,-4.566958951,0.017480745,0.028673103
MFSD2A,-0.924737686,-0.317395968,0.017542058,0.028755281
LOC730101,-1.258968485,-2.185609218,0.017542428,0.028755281
CA2,-1.332547184,1.653257848,0.017561537,0.028782803
LOC105374612,-2.834781709,-4.941717946,0.017605824,0.028846502
RAB6C-AS1,-1.397404785,-3.301768237,0.017700134,0.02899082
SLED1,-1.233229592,-2.510254754,0.01781056,0.029151171
LOC107986596,-1.231178028,-3.099386627,0.017863528,0.029228873
SLC25A33,-0.65493102,-0.594855076,0.017877488,0.029246574
LOC101928487,-0.689472251,-1.291745976,0.017920307,0.029310186
S100Z,-0.633955198,-0.382957475,0.01795845,0.029364833
SNORD1C,-1.692933611,-4.461712772,0.017978747,0.02939415
LOC613266,-1.394710404,-3.474142918,0.018042495,0.029484135
MTSS1,-0.533511364,2.884725985,0.018047001,0.029488911
RHEB,-0.389718995,1.784997742,0.018162174,0.029662786
KNOP1,-0.424265276,1.584022593,0.018210344,0.029729723
LRRC29,-0.592838863,-0.20093988,0.018259962,0.029802889
OTUD1,-0.547840232,1.265766954,0.018389898,0.029996558
SLC4A8,-0.561586507,-0.129673889,0.01840727,0.030022265
TRPC2,-1.210114984,-2.377312356,0.018517213,0.030185717
ATG101,-0.407962802,2.722431921,0.018604217,0.030314275
LOC101928047,-1.246718799,-2.616808182,0.018731452,0.030506912
ISCU,-0.422756701,4.579412871,0.018732791,0.030507759
IL17RE,-0.843105135,-1.543877965,0.018808846,0.030620906
TGFBRAP1,-0.347884865,2.145491014,0.018822918,0.030640718
MIR4292,-1.002123029,-3.252204959,0.018823859,0.030640718
SH3BP4,-1.081254848,-1.812385065,0.018849731,0.030680761
SFTPD,-1.305939519,-2.447903309,0.018901098,0.030756304
C19orf44,-0.665987962,-0.842629853,0.018979685,0.030881482
LOC107987142,-0.950095051,-2.11631134,0.019001412,0.030915484
NSDHL,-0.423175358,1.342864396,0.019020241,0.030942062
PRG2,-1.137568459,-1.914426759,0.019051328,0.030989928
LTK,-0.689181144,0.264309765,0.01913927,0.031118026
OPTN,-0.570495641,5.058258783,0.019157397,0.031146139
PRKAR1B-AS1,-0.585369023,0.19954416,0.019158556,0.031146663
MIRLET7A1HG,-1.125475922,-2.847671424,0.019185142,0.031187162
LOC102723872,-1.844469034,-4.412033055,0.019196472,0.031202856
AFG3L1P,-0.329520997,2.374433672,0.019203481,0.031212886
ATP6,-0.690014666,8.391522185,0.019315732,0.031384378
ZNF701,-0.466008288,1.353745812,0.019363727,0.031459615
LOC105374263,-1.779039645,-4.11734362,0.019382082,0.031482567
SLC12A8,-0.934749951,-2.025893177,0.019392782,0.0314972
THRAP3,-0.272388228,5.022547361,0.019401665,0.03150793
TRIM7-AS1,-1.207527918,-2.951522212,0.019425226,0.031543016
ENTPD5,-0.483121064,1.060584604,0.01944583,0.031572344
MAN2B2,-0.350574898,4.330670291,0.019518276,0.031680299
TUT1,-0.339876063,2.571022389,0.019565151,0.031753614
ZNF222,-0.61759065,-0.470319537,0.019598878,0.031806964
LOC101929882,-0.980945603,-2.492279954,0.019612489,0.031824894
ARFGAP3,-0.389477799,2.772550741,0.019623172,0.03183668
SP140L,-0.336979977,3.516399904,0.01967634,0.031915988
GSTM2,-0.655957539,1.151263322,0.019688296,0.031932511
SLITRK4,-0.935135363,-1.060278805,0.019708577,0.031962708
SCARNA7,-1.255382165,-2.998037832,0.019719563,0.03197774
LEP,-1.286664362,-2.893015803,0.019822425,0.032136146
LOC101929117,-1.142010462,-3.30633615,0.019843679,0.032166403
CHORDC1,-1.046437892,-2.309286863,0.01984629,0.032169234
FBXW4,-0.313547255,3.15407653,0.019860513,0.032189487
CNRIP1,-1.150623097,-2.066108441,0.019880646,0.032214368
LOC642361,-1.668443337,-4.11390043,0.019909182,0.032251688
LOC441155,-0.689132905,-2.137887536,0.019912788,0.032255962
KCNN3,-1.122138169,-1.422179689,0.019944099,0.032302467
TRAV12-2,-0.638177434,0.645392436,0.019987302,0.032364253
LINC01754,-1.020590215,-2.468763466,0.020101456,0.032534689
GADD45A,-0.633654119,1.426682125,0.020165635,0.032628637
MIR6513,-1.961827845,-4.686239984,0.020218275,0.032706705
FAM86C2P,-0.724555982,-1.84762053,0.020219358,0.032707035
KIR2DS2,-2.740352906,-4.627791076,0.020234601,0.032728849
CNN1,-1.198665642,-2.849895277,0.020402419,0.03299026
SYN1,-1.192036873,-3.153819823,0.020483824,0.033114701
INKA1,-1.032910138,-0.67825303,0.020495783,0.033131157
GRIN3B,-0.985298915,-2.28389725,0.020511328,0.033151968
TTC26,-0.92622895,-1.042187013,0.020595603,0.033280957
SEMA6C,-0.637696043,-0.66872753,0.02071556,0.03346173
SH3GL1P1,-0.615412376,-0.569367416,0.020762563,0.03353329
LINC01800,-1.133542222,-3.206512905,0.020793144,0.03357529
CCL3-AS1,-3.008636851,-4.881650344,0.020811557,0.033599305
SEC14L3,-1.290047851,-2.265430979,0.020883109,0.033703133
VPS16,-0.35713596,3.143376132,0.020899607,0.033725374
TRBV7-9,-0.688222144,0.391820681,0.021008788,0.033883939
RXFP2,-1.217392494,-2.661586963,0.021047942,0.033935329
CCNJ,-0.549704861,0.091208884,0.021085303,0.033988208
LRRC51,-1.070178007,-3.094456884,0.02115981,0.034089126
EEF2KMT,-0.573840672,-0.194768623,0.021178247,0.034117353
HCG11,-0.713073627,-0.516103857,0.021230254,0.034195217
OSTM1,-0.492084913,2.084831871,0.021281217,0.03426693
C1orf127,-1.090320932,-2.479934979,0.021295982,0.03428329
SMARCC1,-0.296269162,3.567892954,0.021358859,0.034366685
LOC112268187,-0.979752092,-2.291551789,0.02138787,0.034407417
TRBV13,-2.544904129,-4.677670282,0.021430687,0.034470342
FAM66D,-2.54504157,-4.678646653,0.021440244,0.034484224
HDAC4,-0.363945961,3.386699272,0.021481981,0.034537928
LOC107986751,-2.951347696,-4.916455359,0.021527571,0.034608237
APOA2,-1.168646069,-2.915371307,0.02154406,0.034628766
ANXA6,-0.455491646,6.138672208,0.021569739,0.034665552
DLG1,-0.382916259,1.612801046,0.02157336,0.034669876
LOC107985288,-1.328082372,-3.632924481,0.021579475,0.03467733
IQSEC3,-0.915307698,-2.524893455,0.021623607,0.034741631
CABP5,-1.067850157,-1.265853146,0.021626868,0.034745371
LOC105375543,-3.235104856,-4.860789217,0.021628347,0.034746247
DCAKD,-0.344333707,2.069431226,0.021640955,0.034763503
C1R,-1.293226149,-4.010445974,0.021701776,0.034847674
ANKRD6,-0.740931969,-1.07423166,0.021823902,0.035025655
AFMID,-0.530933299,-0.28732341,0.021886818,0.035119063
HSPA1L,-1.410955843,-3.493046668,0.02194814,0.03521139
