,logFC,logCPM,PValue,FDR
CTSG,-7.576328414,0.242515335,1.87E-31,4.47E-30
MARCKSL1,-2.986399471,2.471200327,1.90E-31,4.55E-30
C5AR1,-5.306622025,5.120301793,2.31E-31,5.52E-30
STAT5A,-1.723920748,4.450141588,2.64E-31,6.29E-30
NUP50-DT,-2.306747963,0.779295725,2.89E-31,6.87E-30
ASCC2,-2.657176349,5.571544444,2.99E-31,7.11E-30
FUZ,-1.968342365,1.291650747,3.19E-31,7.57E-30
TTLL12,-2.235162122,2.285255431,3.47E-31,8.23E-30
PDF,-5.059820237,-2.292173173,3.51E-31,8.33E-30
PIK3CD,-1.820282061,5.904049827,3.53E-31,8.37E-30
SHROOM1,-3.529210071,0.029849578,3.55E-31,8.40E-30
MXI1,-3.470148479,4.138815552,3.86E-31,9.12E-30
CPD,-2.278686398,2.677364792,3.87E-31,9.15E-30
LILRA3,-5.828220764,-0.84112651,3.89E-31,9.18E-30
OPA3,-1.778295576,2.194305818,3.89E-31,9.18E-30
KMT5A,-1.871070829,1.485297626,3.90E-31,9.20E-30
VNN1,-5.31283107,2.234812554,4.26E-31,1.00E-29
IL1RN,-5.974448867,4.849525593,4.37E-31,1.03E-29
GNA12,-2.479228067,2.18816118,5.06E-31,1.19E-29
KHDRBS1,-1.279161335,3.640688464,5.34E-31,1.25E-29
EXOC3,-1.743862852,3.643209869,5.54E-31,1.29E-29
HS1BP3,-1.844357408,2.763361746,5.56E-31,1.30E-29
H1-0,-3.761341788,1.93757247,5.67E-31,1.32E-29
PLOD1,-3.014657471,3.193346756,5.73E-31,1.34E-29
OAF,-4.690262006,1.233559309,5.77E-31,1.35E-29
TRPM6,-3.614194997,0.252028305,6.28E-31,1.46E-29
PPIB,-1.847168467,3.874164983,6.94E-31,1.61E-29
RN7SL3,-7.296462254,0.429714758,6.94E-31,1.61E-29
AHSP,-9.710071746,4.989862378,7.02E-31,1.63E-29
MBNL3,-3.131765821,3.738245328,7.09E-31,1.65E-29
SIGLEC10,-4.912097365,3.411831187,7.41E-31,1.72E-29
BST2,-2.616124956,5.155603267,7.58E-31,1.76E-29
WBP1,-4.501816808,-1.560850164,7.81E-31,1.81E-29
BORCS6,-3.062653496,2.204772325,7.95E-31,1.84E-29
LOC112268337,-8.410936882,-2.044212528,7.96E-31,1.84E-29
LOC112268067,-4.510587323,-0.497758012,8.03E-31,1.86E-29
RAB3IL1,-5.133977422,0.253186394,8.45E-31,1.95E-29
FCGRT,-3.562290329,4.978857952,8.79E-31,2.03E-29
PURB,-1.706573043,1.991303036,9.55E-31,2.20E-29
SPTLC2,-2.147539033,3.867888762,1.01E-30,2.32E-29
LINC00482,-4.363303369,-0.679356084,1.02E-30,2.35E-29
PTPN23,-1.513680896,2.998778159,1.05E-30,2.41E-29
PREB,-2.292098172,2.729642193,1.16E-30,2.66E-29
ALDH3B1,-3.985439166,3.119530518,1.20E-30,2.76E-29
NBEAL2,-2.203809445,6.284369167,1.20E-30,2.76E-29
PICK1,-2.555505404,0.968370969,1.22E-30,2.81E-29
BCL2L12,-2.335675338,1.122237152,1.27E-30,2.91E-29
NFE4,-5.37077323,-0.148133217,1.28E-30,2.94E-29
EIF3B,-1.643410069,4.095725773,1.29E-30,2.96E-29
FKBP15,-1.917739947,3.691374024,1.33E-30,3.05E-29
HNRNPU,-1.384923713,5.231561297,1.40E-30,3.20E-29
MAML1,-3.66749289,-1.37695375,1.42E-30,3.24E-29
LOC100507006,-3.057195685,2.086306517,1.45E-30,3.30E-29
NUDT16,-1.985916031,2.713881067,1.57E-30,3.59E-29
NFE2,-5.970995596,5.733852174,1.67E-30,3.80E-29
SF3B4,-1.674458582,3.823264769,1.81E-30,4.12E-29
LOC606724,-6.022310903,-2.52853066,1.88E-30,4.26E-29
PYGL,-5.306856713,4.512544967,1.89E-30,4.29E-29
NSMF,-2.019758332,2.847556596,2.08E-30,4.72E-29
CRELD2,-2.186932113,2.102360254,2.13E-30,4.82E-29
PES1,-1.708819664,2.688805589,2.16E-30,4.89E-29
KLHDC7B,-2.883563564,2.195355827,2.33E-30,5.28E-29
RCC2,-6.020857644,-1.388928568,2.41E-30,5.46E-29
DLGAP4,-1.674199751,3.091945385,2.51E-30,5.67E-29
ALOX15,-5.399679886,0.540767576,2.58E-30,5.82E-29
PITPNC1,-2.486357831,2.540024372,2.61E-30,5.89E-29
DEFA3,-9.089875024,3.283831254,2.73E-30,6.15E-29
TMEM131,-1.560379611,2.802370881,2.79E-30,6.28E-29
C19orf71,-3.147075863,0.245653519,2.85E-30,6.41E-29
LOC105378819,-4.478131029,-0.76512909,2.94E-30,6.61E-29
LCP2,-1.493863582,5.190105167,3.25E-30,7.29E-29
RAB40C,-2.328768739,1.914968719,3.41E-30,7.63E-29
C9orf40,-3.568159436,-0.203066871,3.63E-30,8.13E-29
MAP2K3,-2.224351681,5.31667119,3.64E-30,8.15E-29
CD79A,-3.233680811,4.055587804,3.82E-30,8.53E-29
SLC6A6,-2.633854768,2.495622262,4.17E-30,9.30E-29
ACTN4,-5.397276268,0.46535383,4.29E-30,9.55E-29
APH1A,-1.431901808,3.87746504,4.60E-30,1.02E-28
TSSK3,-2.378237597,0.948747607,4.74E-30,1.05E-28
BEST1,-2.358784252,2.146782821,4.89E-30,1.09E-28
TMOD1,-4.123952171,1.299652596,4.95E-30,1.10E-28
YIPF2,-2.735971472,1.35929888,5.16E-30,1.14E-28
MED26,-2.463739654,0.877456573,5.34E-30,1.18E-28
ANAPC1P2,-3.029444679,0.379409207,5.60E-30,1.24E-28
AIDA,-2.176444507,1.14220887,6.34E-30,1.40E-28
ITGA5,-2.362107627,4.522610793,6.39E-30,1.41E-28
CASP5,-4.885142104,0.779231507,6.45E-30,1.43E-28
XBP1,-2.586549509,4.40796657,6.66E-30,1.47E-28
MIR320E,-4.370271919,-1.569740442,6.70E-30,1.48E-28
PRRC2A,-3.934508818,-0.155433909,6.80E-30,1.50E-28
CDA,-5.095142355,3.624874943,6.99E-30,1.54E-28
MANF,-2.92674199,2.44306969,7.02E-30,1.54E-28
ORM1,-6.234069079,0.334662811,7.71E-30,1.69E-28
NECTIN2,-4.468746165,0.805349834,8.10E-30,1.78E-28
SAMD4B,-1.528463887,3.426452944,8.33E-30,1.83E-28
CLC,-6.262390841,1.588380931,8.88E-30,1.94E-28
YWHAG,-1.929190428,2.597124615,9.45E-30,2.07E-28
LOC107987398,-5.950169057,0.121354078,9.52E-30,2.08E-28
SEC24D,-2.016409022,2.005004653,9.78E-30,2.13E-28
PRX,-3.205748995,-0.61254548,9.86E-30,2.15E-28
CCL5,-5.453866546,1.259489833,9.98E-30,2.18E-28
RHOC,-2.275026367,2.360284056,1.09E-29,2.37E-28
GNS,-2.133958092,4.168525957,1.10E-29,2.39E-28
LPCAT2,-4.390049084,1.846739792,1.11E-29,2.41E-28
SHISA5,-2.169551227,6.92300283,1.14E-29,2.47E-28
EPHB4,-3.45698625,1.576741329,1.15E-29,2.50E-28
FCGR1BP,-5.333714622,1.440524104,1.40E-29,3.03E-28
AKAP17A,-6.818685266,-2.398062677,1.44E-29,3.13E-28
SLC9A3R1,-2.648216114,5.413246231,1.60E-29,3.46E-28
RELA,-1.414510365,4.41541727,1.60E-29,3.46E-28
ANPEP,-5.081096193,5.059225595,1.66E-29,3.60E-28
SLC43A2,-4.172820534,0.307314044,1.72E-29,3.71E-28
OTUD5,-1.480190943,4.582221969,1.76E-29,3.80E-28
PRR5,-2.928117899,3.374710769,1.79E-29,3.87E-28
GADD45GIP1,-2.404197819,2.509884667,1.85E-29,3.98E-28
MILR1,-3.668083684,1.837583192,1.87E-29,4.04E-28
DEF6,-1.695987818,5.105944593,2.10E-29,4.51E-28
LIMD2,-1.824457555,6.468173716,2.11E-29,4.54E-28
MIER2,-2.295772519,1.426006532,2.19E-29,4.71E-28
GPSM3,-4.87326667,1.088914319,2.31E-29,4.97E-28
CLEC4E,-4.716502315,2.777399783,2.37E-29,5.10E-28
RCC1L,-1.91448494,1.94903528,2.47E-29,5.30E-28
TMEM91,-2.767105532,2.103787676,2.47E-29,5.30E-28
CYTH2,-1.68178931,3.200448933,2.73E-29,5.84E-28
AATBC,-3.199730642,1.495036546,2.87E-29,6.15E-28
TRIM58,-6.626010668,5.133217005,2.87E-29,6.15E-28
CARD19,-1.863340233,3.119816777,2.88E-29,6.17E-28
F11R,-2.007930895,3.430408668,3.02E-29,6.45E-28
FGL2,-3.755601602,4.647639728,3.02E-29,6.45E-28
RUNX3,-1.789632451,4.72985957,3.17E-29,6.77E-28
ADCK2,-2.097948676,1.460034066,3.30E-29,7.03E-28
CLDN15,-2.009934311,1.995530921,3.50E-29,7.45E-28
TGFA,-4.294790779,0.554611225,3.53E-29,7.50E-28
ATXN2L,-1.383075859,4.585783837,3.62E-29,7.68E-28
RAB11FIP4,-1.707359995,3.750162756,3.72E-29,7.89E-28
LOC101927759,-4.001408463,-0.48693896,3.79E-29,8.03E-28
UNK,-1.461385149,2.714185696,3.82E-29,8.09E-28
PTAFR,-4.626660454,4.762181814,3.85E-29,8.15E-28
EIF5AL1,-1.883125858,0.680312918,3.92E-29,8.29E-28
BANF1,-1.920658877,3.163858503,4.14E-29,8.76E-28
SMIM24,-5.471424712,0.918941562,4.37E-29,9.23E-28
RASSF5,-1.665922189,5.340277453,4.49E-29,9.48E-28
FCGR2C,-5.120387913,0.946330828,4.52E-29,9.54E-28
ABR,-3.284672891,-0.007736593,4.95E-29,1.04E-27
ZMYND15,-4.060175836,-0.803581768,5.03E-29,1.06E-27
RNF185,-1.851425128,2.781147032,5.24E-29,1.10E-27
LOC122526776,-3.741071271,-0.820366113,5.90E-29,1.24E-27
S100P,-5.912013545,2.259670298,5.92E-29,1.24E-27
LST1,-5.113130062,0.611272152,6.02E-29,1.26E-27
ZBP1,-2.959515341,4.88256644,6.23E-29,1.31E-27
SLC39A1,-1.822503676,3.435629913,6.33E-29,1.33E-27
OGFOD3,-2.432428236,1.481825562,6.63E-29,1.39E-27
CCR1,-4.813610778,4.103659528,8.63E-29,1.80E-27
PCTP,-2.923870989,1.924835722,8.67E-29,1.81E-27
LOC105371056,-3.801423472,-0.410014546,8.75E-29,1.82E-27
UAP1L1,-1.960998017,1.714724386,8.79E-29,1.83E-27
GATD3,-3.791475504,0.594073142,8.80E-29,1.83E-27
PDCD7,-1.893490205,1.459362298,9.03E-29,1.88E-27
SREBF2,-1.721597214,3.140113371,9.22E-29,1.92E-27
RAP1GAP,-6.204424371,2.938907703,9.22E-29,1.92E-27
TMEM88,-3.698100788,-0.385654015,9.32E-29,1.93E-27
SLC1A5,-3.444893296,3.815290217,1.10E-28,2.28E-27
TMEM185B,-2.126721293,1.922001731,1.15E-28,2.38E-27
IGHD,-6.358318412,-1.090265473,1.15E-28,2.39E-27
RASSF3,-1.85691177,4.025943843,1.17E-28,2.41E-27
ELMO3,-2.406206779,0.338299022,1.17E-28,2.41E-27
CBX1,-1.952056306,1.970573988,1.17E-28,2.42E-27
CEP63,-1.707459451,2.944921302,1.22E-28,2.52E-27
NCF4,-3.343667249,3.937620912,1.26E-28,2.59E-27
LOC105370205,-4.049345971,-0.660536715,1.27E-28,2.62E-27
TRIM74,-2.085363207,0.077492409,1.29E-28,2.65E-27
TMEM268,-2.29469573,2.031193752,1.43E-28,2.94E-27
LOC100128276,-5.99749975,-0.598967721,1.45E-28,2.97E-27
POLRMT,-2.467011272,2.874930417,1.46E-28,2.99E-27
MXRA7,-3.843769311,1.111985542,1.49E-28,3.05E-27
INAFM2,-3.201071586,1.551271178,1.50E-28,3.07E-27
DEFA1,-11.04172215,0.182256684,1.51E-28,3.08E-27
CSAD,-1.95080601,2.647214879,1.52E-28,3.10E-27
DTX1,-3.316229037,-0.589342392,1.53E-28,3.13E-27
MIR3945HG,-4.756453729,-0.227281241,1.62E-28,3.30E-27
SLC25A1,-1.704553535,2.630595845,1.69E-28,3.45E-27
PLVAP,-5.825895216,1.422749289,1.69E-28,3.46E-27
IFFO2,-2.167776372,1.681632234,1.72E-28,3.52E-27
FZD2,-3.970861988,-0.64656684,1.73E-28,3.52E-27
PGS1,-1.659923605,4.092207731,1.75E-28,3.57E-27
CCDC124,-1.725529136,3.126323996,1.91E-28,3.89E-27
RNF44,-1.593914582,4.179924275,1.94E-28,3.94E-27
CCN3,-5.004238828,-0.743694145,1.94E-28,3.95E-27
RTN4,-1.771163733,3.400738181,1.95E-28,3.97E-27
ZBTB47,-3.769423979,0.62543168,1.98E-28,4.03E-27
HCAR3,-6.280431313,2.985205019,2.02E-28,4.09E-27
SH2D3C,-2.180555308,4.542657705,2.17E-28,4.39E-27
NDUFV3,-1.414420315,2.574074086,2.22E-28,4.50E-27
CAMKK1,-2.624590149,1.546463106,2.50E-28,5.06E-27
DMWD,-2.841469855,1.55641768,2.63E-28,5.31E-27
IL27RA,-4.644011514,-1.426628585,2.66E-28,5.37E-27
LOC107984421,-3.199585903,1.065903162,2.83E-28,5.70E-27
C1orf74,-2.864410916,0.88016681,2.98E-28,6.00E-27
LOC100996318,-4.990107573,-1.616574431,3.05E-28,6.14E-27
UBE2H,-2.048714017,3.798774505,3.18E-28,6.39E-27
ZNF362,-1.61780891,2.214162866,3.46E-28,6.96E-27
POU2AF1,-3.226242149,2.840542633,3.71E-28,7.46E-27
GRB2,-1.706574077,5.856168947,3.84E-28,7.70E-27
SIK3,-1.58013863,3.310288667,3.87E-28,7.76E-27
RAP1GAP2,-1.876363635,3.976529577,3.95E-28,7.91E-27
IFIT2,-4.915464775,5.758514874,4.23E-28,8.48E-27
KCTD12,-3.332842314,2.277842901,4.51E-28,9.01E-27
ACTR2,-1.68918634,4.789015898,4.63E-28,9.24E-27
STAT2,-2.378251966,5.533317101,4.69E-28,9.37E-27
LAT2,-3.005348633,4.325021198,4.71E-28,9.41E-27
LACTB,-2.667102087,1.308159763,4.89E-28,9.76E-27
LOC107984088,-4.33862947,-0.94918384,5.07E-28,1.01E-26
LILRB3,-6.151673048,0.001919298,5.13E-28,1.02E-26
PDXP,-2.339940422,0.965754401,5.26E-28,1.05E-26
ZNF775,-3.320018103,-0.223316455,5.58E-28,1.11E-26
TLR9,-3.048705602,1.428228246,5.65E-28,1.12E-26
CST7,-2.922978421,5.772465761,5.93E-28,1.18E-26
LINC01270,-4.954753292,-1.319762752,6.09E-28,1.21E-26
FBXO9,-2.536637494,3.787085354,6.11E-28,1.21E-26
CC2D1A,-5.088774896,-1.610337311,6.12E-28,1.21E-26
PXDC1,-3.295709465,-1.849001948,6.72E-28,1.33E-26
DAPK3,-3.290157346,2.374413047,7.19E-28,1.42E-26
BNIP3L,-3.331338084,5.585501325,7.20E-28,1.42E-26
BICD2,-1.983511024,2.858572165,7.25E-28,1.43E-26
PYGO2,-1.926150581,2.66366948,7.27E-28,1.44E-26
IL10RB-DT,-3.751766677,-0.941379054,7.45E-28,1.47E-26
GAA,-2.219432037,3.919101909,7.89E-28,1.55E-26
AMPD3,-2.04499315,2.223526836,8.19E-28,1.61E-26
FECH,-3.508267788,3.414912015,8.56E-28,1.68E-26
GAPT,-4.182938464,2.349704157,8.67E-28,1.71E-26
TADA2B,-1.401589607,2.953245539,8.68E-28,1.71E-26
NFKBIE,-2.695875407,2.282584666,9.01E-28,1.77E-26
LRRC25,-4.415892314,4.852710942,1.06E-27,2.08E-26
ADAMTSL4-AS2,-4.060250222,-0.896543377,1.08E-27,2.12E-26
OAS3,-3.486604501,6.082877959,1.17E-27,2.29E-26
C3AR1,-3.397704331,2.531372581,1.19E-27,2.33E-26
IGKV1D-13,-5.776383632,-1.584557817,1.30E-27,2.53E-26
ADGRE5,-2.067296559,6.777262684,1.34E-27,2.62E-26
B3GAT1,-3.889064618,0.936093037,1.44E-27,2.81E-26
HOTAIRM1,-2.282038802,1.01864337,1.48E-27,2.88E-26
CEACAM8,-5.058094853,0.67669563,1.50E-27,2.91E-26
SLC25A23,-2.069036867,1.29874787,1.52E-27,2.96E-26
RPS6KA1,-5.014863498,1.019614798,1.55E-27,3.01E-26
CBX6,-1.326314274,4.022200929,1.65E-27,3.20E-26
HCG27,-4.80695431,0.148878042,1.73E-27,3.35E-26
JADE2,-1.56797799,3.827826905,1.83E-27,3.54E-26
KRT23,-8.87990463,-1.675128692,2.00E-27,3.87E-26
RAB5B,-2.026547026,2.252733392,2.02E-27,3.90E-26
GALNT10,-1.680602601,3.203207884,2.06E-27,3.98E-26
RBM42,-2.280976836,3.188822938,2.41E-27,4.64E-26
C19orf38,-3.985777731,3.578590971,2.57E-27,4.94E-26
APOBEC3F,-1.959620465,2.479982974,2.59E-27,4.97E-26
OSBPL11,-2.247555725,1.933118066,2.59E-27,4.98E-26
MAPK1,-1.803434079,3.972600681,2.70E-27,5.19E-26
FOXO3,-2.506321099,3.515288084,2.85E-27,5.48E-26
TADA3,-1.81301121,4.620411929,2.87E-27,5.50E-26
WDR81,-1.89652311,1.22655978,3.08E-27,5.90E-26
RFNG,-2.094266389,2.045330182,3.36E-27,6.44E-26
MAPRE3,-3.471940266,-0.300239175,3.58E-27,6.84E-26
CNOT11,-1.513216335,2.376798362,3.69E-27,7.06E-26
TREML4,-4.309862341,-0.28174528,3.97E-27,7.60E-26
NAIF1,-1.997120068,1.168296166,4.20E-27,8.02E-26
ZBTB48,-1.537184615,2.949476608,4.27E-27,8.15E-26
LIMK2,-2.078399569,5.166967029,4.54E-27,8.66E-26
IGHV5-51,-8.986012648,-1.588599478,4.69E-27,8.92E-26
HMG20B,-2.319964798,3.003631749,4.69E-27,8.92E-26
ACTN1,-2.913919457,5.272151844,4.72E-27,8.97E-26
MAN2A2,-1.40776743,4.544955152,5.15E-27,9.79E-26
TBC1D2B,-1.393281795,3.385840472,5.52E-27,1.05E-25
EID2,-2.326551712,-0.009994296,5.84E-27,1.11E-25
OAZ1,-2.281520468,8.183249704,6.10E-27,1.16E-25
SEMA4A,-3.584192472,4.225775367,6.51E-27,1.23E-25
FCF1,-1.55014086,1.785538095,6.51E-27,1.23E-25
KCNH3,-2.939379534,1.073263548,6.56E-27,1.24E-25
MTCH1,-1.361104994,4.528553257,6.89E-27,1.30E-25
HSPA1A,-5.279313686,-0.716558504,7.01E-27,1.32E-25
TMEM158,-4.321270417,-1.371415312,7.02E-27,1.33E-25
PACS1,-1.740255884,5.191050725,7.51E-27,1.42E-25
ZNF384,-1.894038462,2.941644276,7.54E-27,1.42E-25
PLXND1,-2.779316909,2.822515265,7.66E-27,1.44E-25
MMP8,-6.483101714,1.221082867,7.80E-27,1.47E-25
FES,-3.625678952,4.054693206,7.89E-27,1.48E-25
FCGR2B,-4.382780849,1.561975821,8.05E-27,1.51E-25
CUX1,-1.738418216,3.853399612,9.61E-27,1.80E-25
ANK1,-3.862542106,3.573561557,1.04E-26,1.94E-25
PPP4R1,-1.878875785,3.229571352,1.06E-26,1.99E-25
EIF4G1,-1.406165225,4.621956053,1.10E-26,2.05E-25
BPGM,-3.923569406,4.308596411,1.10E-26,2.06E-25
NAGLU,-1.952542483,1.808597776,1.28E-26,2.40E-25
LILRA5,-5.534390466,-0.456240185,1.30E-26,2.43E-25
LAIR1,-3.496248784,0.074493071,1.31E-26,2.45E-25
WASH9P,-2.912551349,0.278961119,1.33E-26,2.48E-25
LMNB2,-1.778554992,2.112587369,1.44E-26,2.68E-25
BHLHA15,-5.091737293,0.229409271,1.52E-26,2.82E-25
XAB2,-1.941821291,3.537908323,1.52E-26,2.83E-25
HEIH,-2.559911719,1.986951089,1.72E-26,3.19E-25
CMPK2,-4.216859079,2.967266146,1.76E-26,3.26E-25
LIN7A,-3.069761746,0.83316699,1.88E-26,3.50E-25
ADO,-2.503144409,0.731863232,1.94E-26,3.59E-25
MICU1,-1.82253689,3.285947604,1.95E-26,3.61E-25
HYAL2,-3.070644272,0.592901576,1.96E-26,3.63E-25
QSOX1,-1.930833704,3.660594159,2.06E-26,3.82E-25
IGHG2,-5.435361165,-0.122656322,2.07E-26,3.83E-25
PDZK1IP1,-6.649003252,3.721007124,2.13E-26,3.94E-25
CDC42EP2,-4.485715692,2.325436718,2.16E-26,3.99E-25
PPM1M,-1.792516862,4.336458411,2.34E-26,4.32E-25
TNFRSF1B,-2.532502579,6.593677522,2.74E-26,5.06E-25
PTPRJ,-1.980955677,4.40516538,2.97E-26,5.45E-25
WARS1,-2.662589672,5.697985582,3.07E-26,5.64E-25
GBGT1,-3.878797617,1.871669472,3.08E-26,5.65E-25
ZCCHC2,-2.261424714,3.62968221,3.17E-26,5.82E-25
UNC13D,-1.661052861,5.436272958,3.17E-26,5.83E-25
SRRT,-1.175503626,4.260849836,3.21E-26,5.89E-25
GNB4,-3.074739898,1.509955474,3.36E-26,6.15E-25
GTF2IRD2B,-2.612677241,-0.188540642,3.36E-26,6.16E-25
SIRT6,-1.963112224,2.034702773,3.40E-26,6.23E-25
NPC2,-2.057819987,4.10671781,3.42E-26,6.25E-25
KDM6B,-3.029135212,4.880441661,3.55E-26,6.49E-25
CA1,-8.195853912,4.2686522,3.61E-26,6.59E-25
IFI6,-3.751048814,6.713943357,3.64E-26,6.64E-25
PTPA,-2.125249059,3.965593827,3.68E-26,6.72E-25
MAN1A1,-2.381448287,2.071325539,3.82E-26,6.96E-25
CCDC102A,-2.625244479,0.279713624,3.88E-26,7.07E-25
BAHD1,-1.478344947,1.957629534,4.16E-26,7.56E-25
WBP1L,-1.745084471,3.65743989,4.31E-26,7.82E-25
TSPAN5,-4.000333422,2.938753156,4.91E-26,8.91E-25
RNF31,-5.794960862,-0.118763381,5.05E-26,9.16E-25
MANBAL,-1.668441257,1.65804821,5.25E-26,9.52E-25
CTSS,-2.363883259,6.811174875,5.35E-26,9.69E-25
NDRG1,-1.740558498,3.771957552,5.47E-26,9.92E-25
NUDT18,-2.417235596,1.239322396,5.52E-26,9.99E-25
SAMD1,-7.750276,-2.526797618,5.87E-26,1.06E-24
TREM1,-4.586650229,4.258663918,6.59E-26,1.19E-24
ME2,-1.663769373,2.695812199,6.63E-26,1.20E-24
AQP1,-4.75172893,0.124417706,7.21E-26,1.30E-24
TRAPPC1,-1.867211463,4.366022322,7.21E-26,1.30E-24
WIPI1,-1.871228995,1.218458235,7.71E-26,1.39E-24
AOC3,-3.615782532,-0.126276324,7.89E-26,1.42E-24
SIPA1L1,-1.867241889,3.576313712,8.16E-26,1.47E-24
TLR10,-3.734676106,0.281606621,8.24E-26,1.48E-24
RGS19,-1.986802406,4.986558821,8.67E-26,1.56E-24
CAMK1D,-2.092732721,3.250912529,9.04E-26,1.62E-24
GALNT2,-1.565753912,2.908801764,9.50E-26,1.70E-24
INTS1,-1.94164736,3.951005468,9.59E-26,1.72E-24
RARA-AS1,-4.90545142,-1.897689621,9.70E-26,1.74E-24
CHST12,-2.30945085,3.45252062,9.83E-26,1.76E-24
DOCK5,-3.397723343,3.28615485,1.00E-25,1.79E-24
MT2A,-3.001557848,4.441662851,1.03E-25,1.83E-24
PAQR7,-2.40499468,0.656942773,1.05E-25,1.88E-24
QPCT,-5.145854373,3.002904218,1.09E-25,1.94E-24
LINC00570,-7.777852532,-0.065375641,1.14E-25,2.04E-24
LINC01000,-1.433260233,3.96468725,1.20E-25,2.14E-24
CPSF4,-1.636253986,2.088895417,1.21E-25,2.15E-24
CHMP2A,-1.819044484,4.926549998,1.25E-25,2.23E-24
RPUSD1,-2.646530028,2.265085126,1.30E-25,2.32E-24
D2HGDH,-2.49286779,1.700672339,1.31E-25,2.32E-24
HDAC7,-1.476651172,4.550177258,1.37E-25,2.44E-24
LRRC47,-1.561145238,2.44672044,1.43E-25,2.53E-24
S100A9,-5.109417566,9.393115408,1.47E-25,2.61E-24
ZSWIM9,-2.088273236,0.28944893,1.50E-25,2.66E-24
KIAA0319L,-1.784565703,4.248529017,1.56E-25,2.76E-24
TAB1,-1.596269434,2.752527014,1.61E-25,2.85E-24
MEX3D,-3.046391305,-1.019594078,1.66E-25,2.94E-24
MAN2B1,-2.11239667,5.013951823,1.72E-25,3.04E-24
UBR5-DT,-3.305322786,-1.019217571,1.74E-25,3.07E-24
POLDIP2,-1.731250676,3.255544694,1.77E-25,3.12E-24
MRC2,-3.731894261,1.631414953,1.93E-25,3.40E-24
TMEM154,-2.091418511,4.267958993,2.01E-25,3.53E-24
MAP2K4,-1.943989653,1.789352374,2.02E-25,3.56E-24
DRAM1,-2.957228219,1.028146215,2.03E-25,3.58E-24
PIP4P1,-1.51299477,2.454759566,2.09E-25,3.67E-24
ATP13A2,-1.704822726,3.040186139,2.12E-25,3.73E-24
EPS15L1,-1.47236345,3.464341615,2.12E-25,3.73E-24
PGLS,-1.52643125,3.828008316,2.31E-25,4.05E-24
DDRGK1,-2.261454788,2.335249747,2.32E-25,4.06E-24
NT5C2,-1.710220512,2.671348795,2.41E-25,4.23E-24
BRF1,-1.377325256,2.460344248,2.53E-25,4.43E-24
CD37,-1.358162711,6.955089338,2.66E-25,4.64E-24
LTB4R,-6.062290507,-2.479737669,2.68E-25,4.67E-24
P4HB,-1.406603301,5.869738726,2.70E-25,4.71E-24
MAP1S,-2.55764649,2.927400958,2.89E-25,5.05E-24
TFDP1,-2.304743579,2.496237058,2.90E-25,5.05E-24
IFNAR1,-1.634587446,3.613374022,2.91E-25,5.08E-24
RBM23,-1.462273357,4.215310714,3.03E-25,5.27E-24
CASC3,-1.462694946,4.786989711,3.08E-25,5.35E-24
TNFAIP6,-5.450131581,1.383610982,3.19E-25,5.55E-24
RELB,-3.09344181,3.204474178,3.19E-25,5.55E-24
LRRC59,-1.537200238,3.127638804,3.41E-25,5.93E-24
MFN2,-1.715320338,4.011248775,3.82E-25,6.62E-24
ASPHD2,-2.723215689,-0.176490302,3.95E-25,6.85E-24
GSDMB,-1.849504801,2.362784053,3.98E-25,6.90E-24
LINC00869,-2.061601797,0.835525567,4.05E-25,7.01E-24
ORMDL3,-1.670541216,3.660438095,4.15E-25,7.18E-24
ZNF524,-1.857359701,2.635137877,4.17E-25,7.21E-24
HGSNAT,-1.588533448,2.787528906,4.71E-25,8.14E-24
IFIT3,-4.869307045,6.457486687,4.74E-25,8.18E-24
CD24,-4.025754467,0.932544886,4.93E-25,8.51E-24
BID,-1.817088189,3.995082806,5.02E-25,8.65E-24
PARVB,-2.419375813,1.931319026,5.36E-25,9.22E-24
PHF1,-3.064923933,0.176182691,5.54E-25,9.52E-24
ARMC10,-2.448124351,-0.621773936,5.71E-25,9.80E-24
NUAK2,-2.58806949,3.520170508,5.79E-25,9.93E-24
ACADVL,-1.641989874,4.53222608,5.82E-25,9.99E-24
NMI,-1.973650036,3.606726368,6.21E-25,1.06E-23
UCK1,-1.548359937,2.324011045,6.23E-25,1.07E-23
RNF115,-1.522158926,1.882617006,6.47E-25,1.11E-23
ZNF517,-2.611087535,-0.037585876,6.51E-25,1.11E-23
GATA2,-4.415490527,0.609115715,7.06E-25,1.20E-23
MXD3,-2.703845534,2.255389375,7.11E-25,1.21E-23
IFIT1,-5.303570992,5.179710379,7.35E-25,1.25E-23
TXNRD2,-1.886632502,2.121887398,7.38E-25,1.25E-23
METTL2B,-1.459760124,1.555235753,7.63E-25,1.30E-23
RCOR1,-1.918822128,2.054624725,7.90E-25,1.34E-23
CERS2,-1.3917172,4.144812296,7.98E-25,1.35E-23
EML3,-1.870462633,3.709362005,8.13E-25,1.38E-23
LOC105374102,-4.944978692,-0.754456069,8.14E-25,1.38E-23
MAP4K4,-1.538356169,4.565312705,8.37E-25,1.42E-23
RAB27A,-1.914925023,3.357728655,8.37E-25,1.42E-23
LOC112268278,-3.234879497,-0.970560616,8.51E-25,1.44E-23
STK16,-2.027210202,1.93070601,8.63E-25,1.46E-23
FAM157B,-4.439100521,-0.511359645,8.72E-25,1.47E-23
SASH3,-1.822863556,6.191270255,8.84E-25,1.49E-23
