,logFC,logCPM,PValue,FDR
VPS13B,1.209949533,4.066726125,5.96E-10,1.44E-08
VCPIP1,1.302449692,4.22164632,6.03E-10,1.45E-08
SETD5,1.100286692,5.221076173,6.14E-10,1.47E-08
ARHGAP27P1-BPTFP1-KPNA2P3,1.291954327,4.044965915,6.16E-10,1.48E-08
ZFC3H1,1.15441223,4.295123254,6.24E-10,1.49E-08
SIGLEC9,1.756736556,6.129275273,6.35E-10,1.51E-08
PHF21A,1.453254677,6.827666605,6.40E-10,1.52E-08
RNF145,1.251118742,4.868214433,6.48E-10,1.53E-08
GALNT7,1.60399865,2.681939548,6.91E-10,1.63E-08
LIN54,1.798252146,2.158591994,7.01E-10,1.65E-08
AKAP13,1.359847502,7.011878892,7.31E-10,1.71E-08
CCDC93,1.229898538,4.456730439,7.86E-10,1.83E-08
NBEAL2,1.319049647,8.741850042,8.03E-10,1.86E-08
CHD7,1.546471221,4.19803211,8.15E-10,1.88E-08
UPP1,1.724169866,6.136656257,8.37E-10,1.92E-08
CD59,1.533226645,5.69237919,8.46E-10,1.94E-08
STK3,1.850735146,2.155607588,8.47E-10,1.94E-08
NFAT5,1.224988982,4.736789088,8.56E-10,1.95E-08
PROK2,2.321124337,6.929561638,8.61E-10,1.96E-08
CKAP4,2.218237503,7.319688213,8.65E-10,1.97E-08
MAP4K4,1.400373653,6.832682268,8.69E-10,1.97E-08
UBXN2B,1.470556537,5.612419311,8.97E-10,2.03E-08
ZBTB34,1.453981123,4.056379147,9.49E-10,2.14E-08
MOSPD2,1.482934288,4.205449052,1.01E-09,2.25E-08
LOC102724545,2.453255159,1.303533347,1.01E-09,2.26E-08
NUP153,1.304467069,4.446570426,1.02E-09,2.28E-08
KLF5,2.067822196,1.23272284,1.07E-09,2.36E-08
TDRD9,3.786885482,3.889444572,1.07E-09,2.36E-08
FAM110B,2.321499059,0.749143681,1.08E-09,2.39E-08
MBOAT2,1.752580712,4.327601913,1.12E-09,2.47E-08
IRF2BPL,1.612200321,5.129217498,1.14E-09,2.52E-08
LINC02887,3.297626068,0.121801942,1.21E-09,2.66E-08
GPR84,3.879559273,4.391418481,1.22E-09,2.69E-08
PAM,1.657465423,3.540370858,1.25E-09,2.76E-08
NUP58,1.312437777,3.823055543,1.29E-09,2.83E-08
VCPKMT,1.492054581,2.845628503,1.36E-09,2.96E-08
STAT5B,1.392040168,7.743066988,1.44E-09,3.12E-08
CHSY1,1.952636182,4.881213677,1.46E-09,3.15E-08
CD93,1.762007801,6.543628491,1.51E-09,3.27E-08
SKIL,1.695757446,2.284021013,1.52E-09,3.27E-08
SEC23A,1.482798114,2.898176216,1.53E-09,3.30E-08
ROCK2,1.59198588,2.35866783,1.54E-09,3.30E-08
RASSF2,1.463415515,8.358817841,1.59E-09,3.42E-08
CEP135,1.586502654,2.064065221,1.60E-09,3.43E-08
POR,1.748056668,6.264092617,1.60E-09,3.43E-08
CRYBG1,1.053781191,5.382514854,1.63E-09,3.49E-08
PIK3AP1,1.950944542,6.146097191,1.66E-09,3.55E-08
NFKBIA,1.748987616,6.749730212,1.71E-09,3.63E-08
SH3BP5,1.650508023,3.315539235,1.74E-09,3.68E-08
GALNT3,1.543335249,3.424291211,1.75E-09,3.69E-08
MAPK1,1.316299257,6.322852389,1.78E-09,3.76E-08
TRPM2,2.009583175,5.435079115,1.82E-09,3.84E-08
VSIG4,3.032385568,2.494419442,1.84E-09,3.87E-08
GK-AS1,2.355058449,3.086622289,1.89E-09,3.95E-08
SNX13,1.354708646,3.18518766,1.94E-09,4.04E-08
TRAPPC8,1.27840461,4.021264172,1.94E-09,4.04E-08
NEDD4,2.731909063,2.020932055,2.02E-09,4.19E-08
LIN7A,1.807836178,3.83552091,2.03E-09,4.19E-08
PDE4D,2.057444887,2.821299965,2.03E-09,4.20E-08
ZNF217,1.577493549,5.434336499,2.04E-09,4.22E-08
MTPN,1.511880165,5.240356071,2.05E-09,4.23E-08
MMP8,5.215835846,7.648722119,2.07E-09,4.27E-08
CEACAM1,2.613401825,6.525862057,2.16E-09,4.44E-08
TNPO3,1.2936748,5.116212736,2.18E-09,4.47E-08
CDK19,1.392825599,3.200997024,2.19E-09,4.48E-08
ITPR2,1.408953655,3.574930942,2.20E-09,4.48E-08
MLLT1,1.513730136,6.270316407,2.20E-09,4.49E-08
PGD,1.997065389,8.871062295,2.30E-09,4.66E-08
PCOLCE2,5.237027679,2.122850894,2.31E-09,4.69E-08
HECTD1,1.121388983,4.084328601,2.32E-09,4.71E-08
MMP9,3.536846719,9.301809374,2.42E-09,4.87E-08
HELZ,1.155052518,4.330505765,2.42E-09,4.87E-08
HERC3,1.370269212,4.524894362,2.49E-09,5.00E-08
PHKA2,1.236150004,4.71236053,2.56E-09,5.14E-08
PHC3,1.26231024,4.396670098,2.58E-09,5.17E-08
LOC105376090,2.431804388,0.602532485,2.67E-09,5.33E-08
CMTM6,1.296126174,6.514370885,2.77E-09,5.50E-08
VAV3,1.330555405,3.883419305,2.78E-09,5.52E-08
UBQLN2,1.389394563,4.59668769,2.87E-09,5.67E-08
LINC01270,2.368522971,2.121602637,2.93E-09,5.78E-08
TAS2R40,4.114191656,0.153138837,2.98E-09,5.85E-08
GNA13,1.340684191,5.139525933,3.01E-09,5.90E-08
DNAH17,2.000087213,4.620098079,3.05E-09,5.96E-08
BRAF,1.119121542,3.683036802,3.12E-09,6.10E-08
DNAJC3,1.363412107,4.961102606,3.15E-09,6.13E-08
VPS4B,1.180781197,4.7775671,3.29E-09,6.38E-08
AMPD3,1.588038751,4.82786835,3.48E-09,6.72E-08
PLBD1,1.699456066,7.864518107,3.50E-09,6.74E-08
C3orf86,1.971466522,4.123448875,3.56E-09,6.82E-08
LILRA6,1.983988892,5.31275654,3.59E-09,6.87E-08
MYO5A,1.195489602,4.112817437,3.68E-09,7.01E-08
SEC24A,1.370182845,3.249887801,3.70E-09,7.05E-08
PPP1R3B,2.681406911,1.305510217,3.72E-09,7.08E-08
PLD1,1.766038784,2.002739953,3.73E-09,7.09E-08
DPYD,1.553932726,4.842464605,3.79E-09,7.18E-08
PAN3,1.283171064,4.008439462,3.88E-09,7.34E-08
ATAD2B,1.252021541,2.798720274,3.92E-09,7.42E-08
TAF1,1.201145167,3.776987578,3.93E-09,7.43E-08
FPR2,1.915002397,7.039665265,3.96E-09,7.47E-08
NABP1-OT1,1.791005524,3.302610181,3.96E-09,7.47E-08
MCTP1,1.527658279,3.664060729,3.98E-09,7.49E-08
XRN2,1.318818127,5.743533334,4.23E-09,7.90E-08
SDCBP,1.487479612,7.556706832,4.28E-09,7.99E-08
FAM53C,1.362155018,6.175815923,4.34E-09,8.10E-08
STX3,1.482845482,6.52468526,4.39E-09,8.17E-08
KIF13A,1.654999253,4.628244792,4.40E-09,8.17E-08
RAB33B,1.788709416,2.253609574,4.45E-09,8.24E-08
ADGRG3,2.023919785,7.934224002,4.47E-09,8.27E-08
HSDL2,1.562069171,4.144180942,4.52E-09,8.35E-08
CELF2-AS1,2.231433374,1.415948937,4.53E-09,8.35E-08
RAB1A,1.141554985,4.995658069,4.87E-09,8.92E-08
TP53INP1,1.259789576,4.930151111,4.87E-09,8.92E-08
INTS6,1.20298579,3.789541495,4.87E-09,8.92E-08
RB1,1.45059008,3.524605829,4.88E-09,8.92E-08
KDM1B,1.52806646,3.938241314,4.93E-09,9.02E-08
RLIM,1.285576065,4.510731058,5.45E-09,9.90E-08
SBNO1,1.039782494,4.444928849,5.61E-09,1.01E-07
MAEA,1.13901769,5.469580617,5.74E-09,1.04E-07
NPTN,1.315609663,4.753204982,5.79E-09,1.04E-07
TENM1,3.646887415,2.275790733,5.82E-09,1.05E-07
PCMTD1,1.377681767,3.186133282,5.94E-09,1.07E-07
DNAJC5,1.141710935,6.561595518,5.96E-09,1.07E-07
NCOA6,1.394745892,4.601788595,6.00E-09,1.08E-07
DOCK5,1.671839706,6.335755835,6.18E-09,1.11E-07
ITPRID2,1.57992776,4.358514452,6.48E-09,1.16E-07
MFAP3,1.203891847,2.918089604,6.53E-09,1.16E-07
CDK5RAP2,1.453357922,5.065618917,6.56E-09,1.17E-07
CDK14,1.580290848,2.688916043,6.60E-09,1.17E-07
RANBP9,1.285229696,3.628186741,6.67E-09,1.18E-07
MFSD14B,1.515944922,5.035645293,6.69E-09,1.18E-07
LOC107987245,1.970955592,1.903628043,6.69E-09,1.18E-07
PLIN4,1.909880625,4.784940445,6.72E-09,1.19E-07
KCNH7,3.262275082,1.364336049,6.88E-09,1.21E-07
LOC101929204,2.514454853,0.922874665,6.92E-09,1.22E-07
EMB,1.220484057,5.863985591,6.96E-09,1.22E-07
LIG4,2.011682568,1.783839302,7.00E-09,1.23E-07
GK,1.726263911,5.198912258,7.42E-09,1.30E-07
PDK3,1.004394832,4.419073535,7.97E-09,1.39E-07
FAM200B,1.131209423,3.003868963,8.34E-09,1.45E-07
FBXL20,1.197156846,4.265536977,8.47E-09,1.47E-07
RNF24,1.763410722,6.324251067,8.55E-09,1.48E-07
TRPM6,1.945758328,3.44519071,8.56E-09,1.48E-07
NIPBL,1.247490956,4.93431433,8.59E-09,1.48E-07
TP53BP2,1.302932977,3.655698949,8.72E-09,1.50E-07
GK3P,3.863219933,-1.364174803,8.76E-09,1.51E-07
BTBD19,2.179164522,2.404827501,8.90E-09,1.53E-07
PREX1,1.491816882,8.620048156,9.09E-09,1.56E-07
MAFA-AS1,6.503469518,-1.940800191,9.27E-09,1.59E-07
ANKRD34B,4.112803382,1.35169334,9.28E-09,1.59E-07
DLEU2,1.586380503,2.199992673,9.90E-09,1.69E-07
TGFA,1.91056894,3.824784302,9.95E-09,1.70E-07
CDKL5,1.649705502,2.171117746,1.01E-08,1.72E-07
FAM168A,1.080778083,5.234721244,1.04E-08,1.76E-07
CFLAR-AS1,2.015645228,1.477637889,1.04E-08,1.76E-07
ARID3A,1.224406838,5.634879752,1.04E-08,1.77E-07
RANBP2,1.207041102,4.533112874,1.07E-08,1.81E-07
KPNA4,1.386073256,5.091970144,1.07E-08,1.81E-07
OR52W1,5.987080554,-2.453311736,1.07E-08,1.81E-07
KMT5B,1.03856199,4.007559703,1.07E-08,1.81E-07
IRAK4,0.994925942,4.926451187,1.08E-08,1.81E-07
USP34,1.147886245,4.725281988,1.08E-08,1.81E-07
BCLAF3,1.355878871,2.673635129,1.10E-08,1.84E-07
CHKA,2.359235374,2.17971749,1.13E-08,1.89E-07
ZBTB16,2.775919164,3.599207344,1.21E-08,2.01E-07
CCNG2,1.514525938,3.590148374,1.22E-08,2.02E-07
TGOLN2,1.163689748,7.291531626,1.25E-08,2.08E-07
SUSD6,1.494427224,6.142932551,1.28E-08,2.12E-07
DYRK1A,1.050270945,4.684338439,1.29E-08,2.13E-07
KREMEN1,2.201114232,6.359868882,1.29E-08,2.13E-07
WDR47,1.622475875,1.912266554,1.32E-08,2.18E-07
IPO8,1.177679923,3.616518676,1.33E-08,2.19E-07
SNX10,1.442130194,3.78107847,1.34E-08,2.21E-07
TMEM185B,1.227655221,4.274717183,1.37E-08,2.25E-07
ADAM17,1.634544333,3.38045072,1.38E-08,2.25E-07
SCPEP1,1.727109226,5.984218181,1.39E-08,2.27E-07
APC,1.552450593,3.633203161,1.40E-08,2.28E-07
LYPLA1,1.396293468,2.997654323,1.42E-08,2.31E-07
ZNF608,2.948719062,1.673056231,1.43E-08,2.33E-07
MERTK,2.92567743,2.362325733,1.45E-08,2.35E-07
LOC107985409,2.53263791,0.574646294,1.45E-08,2.35E-07
ROCK1,1.583994746,5.690520157,1.49E-08,2.40E-07
MYH10,1.772075499,1.484560181,1.50E-08,2.42E-07
HECW2,2.166483297,0.88698254,1.50E-08,2.42E-07
IPMK,2.381490815,2.673481641,1.51E-08,2.43E-07
DENND3,1.383296008,7.287429731,1.55E-08,2.49E-07
HERC4,1.137604496,3.83347212,1.56E-08,2.50E-07
MSL1,1.225803873,7.057993691,1.56E-08,2.50E-07
IFRD1,1.447264629,4.392080101,1.57E-08,2.52E-07
ASH1L,1.194805541,4.395127194,1.59E-08,2.55E-07
FBXO30,1.625326986,2.385685231,1.68E-08,2.69E-07
RNF169,1.151876392,3.563510062,1.69E-08,2.70E-07
ARAP1-AS2,2.077033391,0.374699883,1.72E-08,2.73E-07
LOC101929819,2.297920104,2.591781589,1.72E-08,2.73E-07
TIPARP,1.603222629,3.692000734,1.72E-08,2.73E-07
MTMR1,1.388695031,4.358273073,1.73E-08,2.75E-07
SPATA13,1.414988976,5.529821403,1.77E-08,2.80E-07
SERINC3,1.035078844,5.909151272,1.82E-08,2.88E-07
BOD1L1,1.465673658,5.949226851,1.83E-08,2.90E-07
NCOA1,1.270703294,5.727207895,1.86E-08,2.93E-07
MBOAT1,1.199312868,4.067298512,1.86E-08,2.93E-07
TRIO,1.333080265,3.316125963,1.86E-08,2.93E-07
VCAN,1.725793286,7.379191294,1.87E-08,2.94E-07
BASP1,2.003531755,8.708491853,1.89E-08,2.98E-07
ABCA1,1.894600556,4.01951949,1.91E-08,3.00E-07
NDEL1,1.247039581,5.960902341,2.00E-08,3.14E-07
PIK3CG,1.140949215,5.247134446,2.01E-08,3.14E-07
PDPK1,1.482944828,4.149939553,2.02E-08,3.15E-07
TM9SF2,1.078112059,6.027678572,2.11E-08,3.28E-07
NAMPT,1.74896149,9.609781488,2.12E-08,3.28E-07
ZMYM2,1.242315079,4.148109399,2.21E-08,3.41E-07
PRR14L,1.003767826,4.554635628,2.24E-08,3.46E-07
ARPC5,1.137525573,7.313444354,2.25E-08,3.46E-07
LCOR,1.104890226,3.86031889,2.32E-08,3.56E-07
TNPO1,1.048376109,4.161024801,2.32E-08,3.56E-07
ALPK1,1.54814045,6.067676975,2.36E-08,3.61E-07
TAB3,1.283397805,3.472347251,2.38E-08,3.63E-07
USB1,1.285992588,5.8249037,2.39E-08,3.64E-07
LOC105376786,2.302113658,1.34120704,2.49E-08,3.80E-07
TM6SF1,1.559744988,2.108767615,2.53E-08,3.84E-07
ANKRD50,1.972177049,1.263711833,2.62E-08,3.96E-07
EIF4E3,1.200585314,5.619463954,2.69E-08,4.06E-07
LINC02649,2.267088976,2.019704161,2.71E-08,4.08E-07
SH3GLB1,1.289483344,6.544930757,2.80E-08,4.21E-07
KL,4.82796621,-0.227350277,2.81E-08,4.22E-07
COLGALT1,1.454514226,6.242415379,2.82E-08,4.23E-07
PXYLP1,2.015225287,2.453906271,2.87E-08,4.29E-07
PDSS1,2.068453783,1.826481841,2.89E-08,4.32E-07
SGMS2,2.203670048,1.489660633,2.93E-08,4.36E-07
KIF3C,1.853192542,3.409146042,2.93E-08,4.36E-07
NECAB1,3.934529733,0.110869436,2.94E-08,4.37E-07
GNAI3,1.114641554,5.086405858,2.95E-08,4.39E-07
PICALM,1.266661544,7.044641502,2.98E-08,4.42E-07
DRAM1,1.357598813,3.667917266,3.02E-08,4.48E-07
SNX27,1.191164378,5.467868563,3.04E-08,4.50E-07
ZNF319,1.158965464,4.511015041,3.08E-08,4.56E-07
CEBPD,1.443476004,7.51977458,3.12E-08,4.62E-07
ZNF438,1.568450398,4.635136692,3.30E-08,4.84E-07
LCP1,1.186966842,10.31524331,3.32E-08,4.87E-07
STK17B,1.108226046,6.313944305,3.38E-08,4.95E-07
CCDC47,1.290373533,3.797470752,3.46E-08,5.06E-07
GPCPD1,1.291036097,5.63697266,3.49E-08,5.09E-07
GDAP2,1.117908248,3.070490628,3.50E-08,5.11E-07
TMEM170B,1.707462633,3.322579348,3.80E-08,5.51E-07
ANTXR2,1.372622514,5.374714653,3.85E-08,5.56E-07
PPP3CA,1.186819952,4.217769918,3.86E-08,5.56E-07
SNAP23,1.254948776,5.030349502,4.03E-08,5.79E-07
MAN2A2,1.295945966,6.690706348,4.21E-08,6.02E-07
ADD3,1.304283265,5.734645414,4.28E-08,6.10E-07
MED12,1.124279626,5.392956235,4.30E-08,6.14E-07
CLK4,1.31049514,3.342394237,4.33E-08,6.17E-07
LEMD3,1.485414113,2.739960612,4.35E-08,6.19E-07
ANO10,1.3818292,3.625838736,4.36E-08,6.19E-07
CA4,2.757107668,5.408186677,4.36E-08,6.19E-07
IREB2,1.02598422,3.472555957,4.39E-08,6.23E-07
SPAG9,1.175115032,4.536163071,4.40E-08,6.24E-07
SEC24B,1.157279913,3.687432634,4.41E-08,6.24E-07
LOC105374981,1.656793194,2.180039174,4.56E-08,6.45E-07
BROX,1.109329773,3.739038259,4.90E-08,6.89E-07
LOC100288069,1.469410789,3.829338117,4.92E-08,6.90E-07
BASP1-AS1,3.524398649,0.943773083,5.17E-08,7.24E-07
PRRC2C,1.077409884,6.211486294,5.30E-08,7.41E-07
MACROH2A1,1.004748622,6.881676318,5.39E-08,7.52E-07
DIP2B,1.348096999,4.731231992,5.73E-08,7.97E-07
BACH1,1.444425608,5.60729841,6.01E-08,8.33E-07
LOC101927723,2.053776625,0.197003044,6.01E-08,8.33E-07
CYSTM1,2.216068776,6.328916136,6.01E-08,8.33E-07
JMJD1C,1.584460004,5.237444761,6.04E-08,8.37E-07
EFCAB2,1.584058907,2.929722298,6.07E-08,8.40E-07
ARG1,3.30298561,4.888406392,6.11E-08,8.45E-07
GAPVD1,1.062882425,4.526186461,6.17E-08,8.51E-07
TOR1AIP2,0.936376733,4.392245308,6.18E-08,8.52E-07
DDX3X,1.188351243,6.775553747,6.18E-08,8.52E-07
PHF20L1,1.428073509,4.69264068,6.21E-08,8.55E-07
BICD2,1.256931741,5.210830774,6.40E-08,8.78E-07
NCOR1,0.973408971,5.773258004,6.51E-08,8.92E-07
TOR1AIP1,1.103633176,5.298457086,6.61E-08,9.04E-07
PPP6R3,0.90410606,4.845947223,6.73E-08,9.18E-07
PPP1R15B,1.033855641,4.751072766,6.85E-08,9.33E-07
LOC100132062,1.875799075,2.608912206,6.96E-08,9.47E-07
IGF2R,1.584978736,7.697085366,7.05E-08,9.56E-07
KLF6,1.13682771,7.034874556,7.06E-08,9.56E-07
CD177,4.506686419,9.822023697,7.12E-08,9.64E-07
IL6R,1.602849898,6.76499039,7.22E-08,9.74E-07
LRRK2,1.565707819,6.727391821,7.39E-08,9.93E-07
PAK2,1.176241796,5.868901931,7.43E-08,9.98E-07
ACSL3,1.452799297,3.886484758,7.47E-08,1.00E-06
TLR2,1.594129001,7.509926403,7.47E-08,1.00E-06
AHCTF1,1.341263857,4.503581895,7.49E-08,1.00E-06
FAM157A,1.726245881,5.46042917,8.09E-08,1.08E-06
SCN9A,2.615120878,0.168100358,8.09E-08,1.08E-06
VAPA,1.151958766,5.705176014,8.15E-08,1.08E-06
ITCH,1.007718022,4.675352468,8.18E-08,1.08E-06
AQP9,1.556398593,9.053352948,8.30E-08,1.10E-06
LINC01004,1.187643759,2.651453844,8.33E-08,1.10E-06
PELI2,1.287379914,3.883943723,8.43E-08,1.11E-06
ATF6,1.109275669,5.509923435,8.43E-08,1.11E-06
CAST,1.019258434,6.168646178,8.69E-08,1.14E-06
ADGRE1,1.848823165,6.047499967,8.80E-08,1.16E-06
WAPL,1.025596507,4.369682332,9.03E-08,1.18E-06
EXOC1,1.013287901,3.857571181,9.08E-08,1.19E-06
FCRL1,2.064911067,3.800141278,9.23E-08,1.21E-06
RALB,1.366675054,6.451089945,9.40E-08,1.23E-06
RHOT1,1.153195419,3.673836631,9.42E-08,1.23E-06
MAB21L3,3.018662381,-0.616275044,9.50E-08,1.24E-06
ZFP36,1.26290069,8.021658412,9.56E-08,1.24E-06
MNT,1.021409716,5.350565602,9.57E-08,1.24E-06
OPLAH,2.462533585,4.559831013,9.83E-08,1.27E-06
JAG1,1.911448477,0.9291784,9.86E-08,1.28E-06
ARFGAP3,1.116574849,4.22057826,9.97E-08,1.29E-06
LOC101927770,1.928595898,0.267403585,1.02E-07,1.31E-06
UBXN4,1.166796803,4.774757089,1.02E-07,1.32E-06
RLF,1.23402612,3.066822837,1.02E-07,1.32E-06
SLC16A6,1.309224693,3.082677146,1.03E-07,1.32E-06
IL10RB,1.127621276,6.360117133,1.04E-07,1.34E-06
MXD1,1.424284541,8.123241085,1.05E-07,1.35E-06
FAM157B,2.034265219,2.800645552,1.06E-07,1.36E-06
GRAMD1A,1.303360855,7.268078965,1.10E-07,1.40E-06
PARP4,1.237463947,6.010207703,1.12E-07,1.43E-06
TRIQK,1.80943592,1.902134684,1.12E-07,1.43E-06
DGKD,1.145863498,5.946923702,1.12E-07,1.43E-06
PRDM5,2.669647419,0.523071311,1.13E-07,1.44E-06
RIC1,1.090380053,3.404740617,1.14E-07,1.45E-06
LOC441081,3.247509807,4.819904466,1.15E-07,1.46E-06
SLC11A1,1.820886569,8.822482316,1.15E-07,1.46E-06
SIRT5,1.485888089,2.715320657,1.20E-07,1.51E-06
PGM2,1.294360608,4.157307794,1.20E-07,1.51E-06
ABL2,1.200409157,2.852989818,1.21E-07,1.52E-06
NUFIP2,1.183134438,5.249233544,1.21E-07,1.53E-06
PTPRC,1.201450941,8.536716696,1.22E-07,1.53E-06
PPP4R1,1.356117384,5.616116697,1.23E-07,1.54E-06
NQO2,1.546845978,5.313003756,1.24E-07,1.56E-06
LOC388572,2.503093449,1.048016051,1.26E-07,1.57E-06
RNASEL,1.119904418,4.482700876,1.28E-07,1.60E-06
KBTBD2,1.078232065,4.483009145,1.30E-07,1.62E-06
QKI,1.268340863,4.748107712,1.32E-07,1.64E-06
CNEP1R1,1.200662923,2.959372942,1.32E-07,1.65E-06
MILR1,1.44726172,4.673429544,1.33E-07,1.65E-06
LOC101929823,4.282177958,-2.416146109,1.33E-07,1.65E-06
LPCAT3,1.339523346,2.554459449,1.33E-07,1.65E-06
KMT5A,1.10739788,3.643803138,1.34E-07,1.66E-06
GPR107,0.942635042,4.602486224,1.35E-07,1.67E-06
BCAT1,1.806111084,1.481389172,1.44E-07,1.78E-06
LOC101927603,1.601432605,1.864149,1.46E-07,1.80E-06
RTN3,1.495920045,7.682350398,1.50E-07,1.85E-06
SLC40A1,1.570416469,5.436333597,1.50E-07,1.85E-06
ATG2B,1.144928056,3.202127636,1.50E-07,1.85E-06
KCTD12,1.370544333,5.064621496,1.52E-07,1.87E-06
ERN1,1.421485382,4.588457374,1.53E-07,1.88E-06
LATS1,1.346419135,2.619333355,1.55E-07,1.90E-06
UHRF1BP1L,1.443671049,3.508286674,1.56E-07,1.90E-06
ZNF333,1.139613848,3.731608493,1.60E-07,1.95E-06
MYH9,1.431634592,9.414114961,1.62E-07,1.96E-06
TRIM25,1.413894064,7.859563456,1.62E-07,1.96E-06
LINC01002,1.792500805,4.828095994,1.67E-07,2.03E-06
NSD1,0.947090174,5.181989142,1.69E-07,2.05E-06
TMIGD3,3.158759057,1.050142831,1.70E-07,2.06E-06
KIAA1109,1.328554826,4.712168846,1.72E-07,2.07E-06
ZNF354A,1.415038463,2.74352562,1.72E-07,2.08E-06
BICRAL,1.249835719,4.162520081,1.73E-07,2.09E-06
ST20-AS1,1.670377974,1.737555105,1.76E-07,2.12E-06
NUP98,1.062468447,5.527540855,1.76E-07,2.12E-06
TRAPPC10,1.077643216,3.776444952,1.77E-07,2.13E-06
RNF149,1.275532297,8.336996873,1.80E-07,2.16E-06
ASAH1,1.173991165,6.35310503,1.90E-07,2.27E-06
USP38,1.205252735,3.271237621,1.90E-07,2.27E-06
AKAP10,0.930846872,3.832916794,1.97E-07,2.34E-06
ADAM19,1.466621188,6.374154784,2.03E-07,2.41E-06
TIMP2,1.409420048,7.012958971,2.05E-07,2.43E-06
LOC105375112,3.306749926,0.949183628,2.08E-07,2.46E-06
TP53I11,1.601934604,6.40340446,2.09E-07,2.47E-06
BAG4,1.194079077,2.259129062,2.11E-07,2.49E-06
ACOX1,1.259042039,5.542432397,2.11E-07,2.49E-06
FAM20A,2.454279072,3.558410005,2.12E-07,2.49E-06
SP3,1.140578828,4.809544213,2.13E-07,2.51E-06
OSM,1.796885881,2.759688682,2.14E-07,2.52E-06
LOC101928451,1.142595702,3.759515695,2.17E-07,2.55E-06
CLINT1,1.522678174,4.700433129,2.18E-07,2.56E-06
CDADC1,2.007543789,2.001364616,2.19E-07,2.57E-06
TLR6,1.294707348,5.600910747,2.23E-07,2.61E-06
LOC105373064,2.181472501,0.508606644,2.25E-07,2.63E-06
DOP1B,1.043452544,3.762534889,2.27E-07,2.66E-06
LINC02705,2.081664054,1.199779323,2.31E-07,2.70E-06
OSBPL9,1.180409017,4.851779191,2.32E-07,2.71E-06
LOC105378620,1.395030672,1.633506019,2.38E-07,2.77E-06
LOC100129034,1.549670921,5.647565319,2.43E-07,2.83E-06
ERBIN,1.178988046,4.887795463,2.47E-07,2.86E-06
PACSIN2,1.317731067,6.157064525,2.48E-07,2.87E-06
RNF141,1.400365822,4.283366027,2.50E-07,2.88E-06
GPR27,1.637750439,3.835181528,2.58E-07,2.98E-06
STRN3,1.424990788,1.9560248,2.67E-07,3.07E-06
NORAD,1.096378755,5.221521244,2.71E-07,3.11E-06
ZBTB18,1.314745892,4.944006447,2.84E-07,3.25E-06
LNPK,1.320689714,2.67315688,2.84E-07,3.25E-06
MMP25,1.530864288,9.304588574,2.84E-07,3.25E-06
ACP3,1.589978751,3.571425434,2.85E-07,3.25E-06
EXT1,1.521168062,3.433987885,2.92E-07,3.33E-06
MARCKS,1.526731922,6.978079499,2.93E-07,3.34E-06
PPIP5K2,1.271250015,3.402050117,2.97E-07,3.39E-06
DMXL2,1.49162574,4.425130305,3.03E-07,3.45E-06
PTEN,1.46272992,2.604932768,3.03E-07,3.45E-06
RAB5A,1.034337531,3.894045147,3.07E-07,3.49E-06
CDC42EP3,1.189265576,6.607277256,3.08E-07,3.50E-06
ZNF638,1.104553812,4.474842452,3.09E-07,3.50E-06
LOC107984984,2.370175407,1.090895541,3.10E-07,3.51E-06
CREBBP,1.263278406,6.451837385,3.18E-07,3.59E-06
PAPOLG,1.080125702,2.959302708,3.20E-07,3.61E-06
PPP3R1,1.08198926,5.046640101,3.23E-07,3.64E-06
IRAG1,1.838074604,5.443999997,3.24E-07,3.65E-06
MPZL3,1.495272306,4.776973992,3.26E-07,3.66E-06
PPP1CB,1.197036843,5.319011318,3.27E-07,3.67E-06
GPATCH2L,0.893491174,3.992166924,3.27E-07,3.68E-06
ZBTB37,1.191001982,4.30869177,3.30E-07,3.70E-06
CTBP2,1.000286926,4.443069264,3.32E-07,3.72E-06
LOC105372688,5.828887925,-1.03448397,3.34E-07,3.73E-06
TPST1,2.296814054,3.02779826,3.38E-07,3.77E-06
NOTCH2,1.350828812,6.632476125,3.41E-07,3.81E-06
ATP8B4,1.69905738,2.800857638,3.44E-07,3.83E-06
LOC105372657,5.372269992,-1.639502746,3.45E-07,3.83E-06
CAMKK2,1.291087021,6.684525352,3.55E-07,3.94E-06
DENND5A,1.211702964,6.518279427,3.65E-07,4.04E-06
CCNL1,1.051945364,5.544766794,3.66E-07,4.05E-06
STK38L,1.211428587,3.46550784,3.67E-07,4.06E-06
KLHL12,0.873242898,3.844477808,3.72E-07,4.11E-06
STOM,1.904085484,7.200241969,3.74E-07,4.13E-06
MON1B,0.870023055,5.178363884,3.82E-07,4.20E-06
LOC107987057,1.855099898,1.136570834,3.82E-07,4.20E-06
LOC112267956,3.898155137,-0.959039531,3.84E-07,4.22E-06
NR2C2,1.088775117,2.939663785,3.90E-07,4.28E-06
TCF7L2,1.398482249,3.00505734,3.97E-07,4.34E-06
UVSSA,1.057161776,3.155343786,3.97E-07,4.34E-06
IMPA2,1.516960215,5.121971448,4.06E-07,4.43E-06
CTNNB1,0.913347124,5.348884402,4.06E-07,4.43E-06
PLB1,2.203813807,5.279809329,4.08E-07,4.44E-06
TUT7,1.20713715,5.839907921,4.10E-07,4.46E-06
LRG1,1.73546587,7.639182337,4.10E-07,4.46E-06
UBR3,1.107892051,2.923656636,4.11E-07,4.46E-06
