"","logFC","logCPM","PValue","FDR"
"NUDT3",0.734949779270212,3.83427843461018,5.31261222268134e-10,2.79469369346561e-09
"KMT2D",0.734314374439613,4.77954859815203,1.78458515429786e-08,7.88329377946595e-08
"CRCP",0.733236536659289,2.4081796841063,5.02149768198252e-07,1.81425780711504e-06
"BPNT2",0.732954319475934,2.05736208078049,1.14670536592394e-05,3.40419014043698e-05
"SRBD1",0.732938697538805,1.77878569795077,0.000225616128972946,0.000535039102516941
"CORO6",0.732748164235633,-0.843791913479749,0.0246607729838305,0.0391717507739663
"LYG1",0.732724554195949,-0.591930275329125,0.00721614237683248,0.0128280468765927
"CASP8",0.732617036022355,4.8264250126026,0.000137718402271753,0.000340379344408164
"SPATA24",0.73257480952517,-0.651944286953354,0.00702638862121378,0.0125282962789648
"STARD7-AS1",0.732546900079948,-0.229521068109693,0.00774541753359591,0.0136788202377681
"WDR18",0.73156336233906,2.30266115920285,0.00236452545097005,0.00463044611215155
"CCNDBP1",0.73149915677261,5.23323028335288,0.000180524760062636,0.00043576596486501
"FAM228B",0.730676031244668,-0.780012196913737,0.00389862850168172,0.00732349812218147
"IDH2",0.729634772828764,4.43343927820751,7.92395043880686e-07,2.79009068069902e-06
"CYC1",0.728715385218705,3.74952335214025,0.000116174812717918,0.000291348498269416
"HIP1R",0.727781038959918,3.02240358897168,0.000192743191686965,0.000462680572115701
"ZFP36L2",0.727725581601843,5.1352729705277,0.00265283970624313,0.00514499754287735
"NSUN2",0.727725246604255,2.82425340553527,1.43828563380265e-05,4.1991625807273e-05
"ARPC1B",0.7275431049691,6.90029546985407,7.27806400105026e-05,0.0001891859732899
"EPHX1",0.727509480447627,1.65161032755002,0.000199768983883532,0.000478466503141167
"RASGRP3",0.726870313176318,1.21938688042276,0.000218128067873662,0.000518933822241569
"KLHL25",0.72660830914532,-0.0568207982646817,0.00729337666721131,0.0129511255405218
"CCM2",0.725807334712632,5.25760183808427,0.000492478039081006,0.00109895671724218
"FAM86C2P",0.724555968944081,-1.84762013419867,0.0202193054229883,0.0327069508121568
"PIGV",0.724552510711552,1.3297295395903,0.000113505515599946,0.000285172844111888
"SERBP1",0.72435221904831,4.79151072120744,9.42016196733737e-10,4.806760913972e-09
"ZFP3",0.724108830015389,0.669279306631137,0.00142290573717072,0.00290868895792395
"NISCH",0.723372440320678,4.58905339891977,3.09247112332895e-10,1.66923513786994e-09
"LINC00910",0.723367866238184,-0.120527530653152,0.000809120511541215,0.00173009196561651
"FKBP11",0.722813778053393,3.43018302112382,0.000792012258267316,0.00169709099980532
"PHC1",0.722365471637974,1.29998269048398,1.62759384331247e-05,4.71856497712051e-05
"TBX19",0.72215540001283,0.27310306886311,0.0112753701445498,0.0192598279350897
"FNDC3B",0.722075106678155,2.67567537272037,0.00046022650474634,0.00103311681296335
"BCL2L13",0.721972817315809,3.05349786229266,2.81551997661974e-06,9.16214612703534e-06
"TUBGCP3",0.721953887481896,1.93917803057685,4.66926842016116e-06,1.46733237720153e-05
"VAT1",0.720961130979232,3.23598666001172,4.1363816646778e-07,1.5137059435037e-06
"INPP5K",0.720301630010335,4.38661186360372,6.90727884867682e-05,0.000180201875469999
"TAC4",0.719432077156805,-1.31828767173017,0.0125098796910482,0.0211617793138432
"SMURF1",0.719366054265864,1.95663946167772,1.02982158813172e-06,3.56209605428544e-06
"IL12RB1",0.719303726388177,3.64311968853682,0.000187548997744501,0.000451404933234712
"PIK3R5",0.718996770962924,5.48675497540131,1.08468809322064e-06,3.73937232951707e-06
"FAM98A",0.718864780023123,1.45836738913048,0.000163204569821841,0.00039743493170256
"UQCC1",0.718806149069879,1.75387005530276,3.55697731555953e-06,1.1407999160634e-05
"PSMC3IP",0.718145200415498,-1.10445348708338,0.00740472832418747,0.0131306989554484
"TRBC1",0.718072728988636,3.2950951385196,0.00156688806058686,0.00317478342065369
"ZNF398",0.717749607330176,1.83251664652295,1.97393318133595e-05,5.64572179260903e-05
"LAPTM4A",0.717653862126738,3.80151901252685,1.62152053816384e-06,5.45226215085175e-06
"XRCC1",0.717012805378603,3.10181914845278,7.49373199241423e-06,2.28530903010002e-05
"ZNF786",0.71678735587987,0.660632879307425,0.00579414383612631,0.0105052885882228
"WDR83",0.716529676775377,-0.109565519461057,0.000382367759748748,0.000870673413555315
"ZNF232",0.716334910025549,0.202708861548829,0.00298102308161382,0.0057280866117759
"BAD",0.716242711599268,1.94771783302548,0.00059928597497985,0.00131368085838678
"ARHGDIB",0.715565154419511,8.50588034438296,8.43861918961656e-06,2.55671418112547e-05
"LOC101929289",0.71528336556678,-1.59068437327513,0.00888253886216662,0.0154974168238485
"PRKAG1",0.71528277070192,3.04419542676849,2.21143539342809e-05,6.27202152443783e-05
"AGPS",0.714510515880795,1.57874516636547,1.53926480884461e-06,5.19597238355256e-06
"DOLPP1",0.71429380183956,1.13503381144613,0.00115783180799324,0.0024063231776906
"JARID2",0.714139549523777,3.41458265489738,1.64179869092557e-06,5.51546607590233e-06
"LIX1L",0.714102466738467,2.86647407527826,4.20012357633776e-07,1.5361265160012e-06
"DOLK",0.714003494574875,0.77057218045868,0.000141629362999505,0.000349280519784011
"LOC105376244",0.713576393770286,-1.6181736655331,0.00555492298019077,0.010115887175868
"HCG11",0.713073623861342,-0.516103635178565,0.0212302268440951,0.0341951737650198
"REPS1",0.712575081272244,2.28068736864386,2.53240603673867e-07,9.5633575095945e-07
"PPP1R21",0.712215256290774,2.30928965600382,1.00069245210679e-05,3.00014380677922e-05
"ATG7",0.712212684816218,2.9221663269131,7.02551075634799e-05,0.000183017135400939
"PTPRO",0.711870104569987,0.0897121989696197,0.00914157393010653,0.0159091069998709
"TMUB2",0.711377199996739,4.01965310622875,2.49047457218908e-07,9.41359953245524e-07
"C2orf81",0.711313668018583,-0.440983545904676,0.0090121283719437,0.0157021779087078
"CD53",0.711128147357064,6.57647646263991,7.14809866256663e-06,2.1856313826695e-05
"COX18",0.709748262384999,1.17511565830871,4.12094626454078e-05,0.000111818651956597
"ZFYVE27",0.709702302258145,3.72293757432675,2.30850662711908e-08,1.00475079812164e-07
"IKZF3",0.709663513756208,4.84155779798715,4.26028933373201e-05,0.000115288797688283
"ADI1",0.709554497149666,1.69807398951303,0.000101634795358833,0.000257485416992148
"SEPTIN1",0.708939922976785,4.48411359806897,0.00127718272255133,0.00263509721700843
"SP140",0.708177288254914,4.2095181589357,2.56299735508987e-05,7.19404978564798e-05
"CDC123",0.70773086647453,3.81655378678479,4.38896824803819e-07,1.60054396334508e-06
"CLSTN1",0.707633566465847,3.74597129071779,1.1069035624566e-06,3.81066670632536e-06
"DCUN1D2",0.707573939065867,1.305121842298,9.79748049819476e-06,2.94185112298238e-05
"VPS8",0.707393955473674,3.1470150928786,1.54342167963421e-05,4.48679226506419e-05
"INO80C",0.707361640635659,1.22449122614493,3.02602263806258e-05,8.39124707862183e-05
"SEPHS1",0.70707107955041,1.91515623438529,2.01543749746554e-05,5.75382374793923e-05
"TMEM43",0.705878986973988,3.99480607005191,1.36950652519613e-05,4.01093617709623e-05
"ZNF514",0.705818952144797,1.05820985847609,0.000758691211988968,0.00163113573369073
"TUG1",0.705675545817565,4.13322927159445,3.82092063275777e-09,1.8234943411927e-08
"PREP",0.704512134459722,2.33602612764202,4.31243921783599e-05,0.000116615295935658
"RMND5A",0.704379331994333,3.37687414439447,7.69734360007961e-06,2.34433122044135e-05
"SDF2",0.703744567003054,2.98507496279814,3.66689369652467e-05,0.000100302228856238
"LCAT",0.703187178019348,0.327337152997387,0.00138490722494457,0.00283958595692715
"TMEM191A",0.702827080569178,0.116566069565529,0.00324370619552496,0.00618654929655079
"TMEM199",0.702825761985883,2.30253139299686,1.7587818471508e-05,5.07086382827879e-05
"C8orf44",0.702780373912752,-0.0148476363812911,0.000436346774495023,0.000983721851036455
"RTF1",0.702376887770233,3.14400574207026,4.08959460296798e-08,1.72315471169863e-07
"EVI5",0.701630854047157,-0.133326600944361,0.00633408750509341,0.0113945361058622
"AK2",0.701463394949586,4.07137228968333,2.86144005062611e-06,9.29818202838269e-06
"AMDHD2",0.701226661823441,2.45230990640681,0.000239707654872942,0.000566220955268855
"NRSN2",0.700727736207796,-1.35533044307559,0.0139693658272899,0.0233905222141389
"RCSD1",0.700629743113198,5.14694042464508,0.000210018864684039,0.000500953913782278
"TMEM222",0.700507355081582,3.59698052846319,4.36743925182996e-06,1.37946624511362e-05
"SH3KBP1",0.700276741741,5.0661991222463,5.55982251528678e-06,1.72592723113341e-05
"APBB3",0.699709009389637,2.84913233772271,0.000112279721878442,0.000282340776759491
"TP53INP1",0.699096641787576,3.20137452054737,0.000157103315760607,0.000383781840436187
"ELOVL1",0.699086813344059,3.90357433120311,6.49536611093383e-06,1.99786023461687e-05
"ZDHHC24",0.697235001148193,2.64822304328755,1.83868228957077e-05,5.28363992447919e-05
"NEK8",0.696948090537895,1.3307091342859,0.00117920176928218,0.00244800394058976
"UBE4B",0.696539770413586,3.13861369119209,3.15620602766846e-07,1.17604518975731e-06
"LOC112268267",0.695890642668155,1.95192189517526,0.000908555248287348,0.00192532230643445
"CCDC57",0.695737134096117,3.13352739243156,4.51972654041009e-07,1.64606451480031e-06
"TUBA1B",0.695362771012296,5.54914193543032,0.00130618847619546,0.0026909245776191
"MCUR1",0.695304942653217,0.902134233067647,0.00267595990901748,0.00518605626083278
"MEGF8",0.694904963954361,1.38360570120249,3.13685072192459e-05,8.67937016704709e-05
"ZNF28",0.694729209966391,0.0813526688986833,0.00109613606547198,0.00228960124198513
"ZNF395",0.694692842678459,2.49531595057059,1.60664449539787e-05,4.66145963101842e-05
"FYN",0.694571435953102,4.62160688500704,1.02010533718459e-07,4.06677043693576e-07
"GOLGA3",0.694495615324876,3.84601567277459,6.60825419000452e-09,3.06571294109354e-08
"ZDHHC20",0.694246923158752,2.6399272405007,2.2399968076271e-05,6.34432926066518e-05
